Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
WAINSCOTT JAMES L,Director,2022-05-10,Buy,265.08,"1,000","265,076","19,280",May 12 04:06 PM
WAINSCOTT JAMES L,Director,2022-05-09,Buy,273.44,"1,000","273,439","18,280",May 10 04:15 PM
WAINSCOTT JAMES L,Director,2022-05-06,Buy,267.78,"2,000","535,560","17,280",May 10 04:15 PM
Sherrard Roger S,VP and Pres - Aerospace Group,2022-03-09,Sale,281.23,545,"153,268","77,596",Mar 11 04:05 PM
Weeks Andrew M,"VP, President - Eng Mat Grp.",2022-02-09,Sale,313.97,"2,240","703,293","5,197",Feb 11 04:06 PM
Malone Robert W,"VP, President - Filtration Grp",2022-02-04,Sale,310.0,"5,077","1,573,870","12,982",Feb 08 04:05 PM
Hart Mark J,EVP - HR & External Affairs,2021-11-19,Option Exercise,166.49,"9,740","1,621,613","22,073",Nov 23 04:58 PM
Hart Mark J,EVP - HR & External Affairs,2021-11-19,Sale,333.4,"2,616","872,174","12,333",Nov 23 04:58 PM
Czaja Mark T,VP-Chief Technology & Innov.,2021-11-15,Option Exercise,158.9,400,"63,560",400,Nov 17 05:32 PM
Czaja Mark T,VP-Chief Technology & Innov.,2021-11-15,Sale,331.01,146,"48,328",0,Nov 17 05:32 PM
Hart Mark J,EVP - HR & External Affairs,2021-11-08,Sale,331.84,"4,023","1,334,992","12,333",Nov 10 04:09 PM
Gentile Thomas C,VP-Global Supply Chain,2021-11-05,Option Exercise,158.79,"2,695","427,939","5,665",Nov 08 03:09 PM
Leonti Joseph R,"VP, General Counsel, Secretary",2021-11-05,Option Exercise,176.41,"11,264","1,987,093","35,797",Nov 08 03:11 PM
Weeks Andrew M,"VP, Pres-Engineered Matl Grp",2021-11-05,Option Exercise,166.49,"9,740","1,621,613","16,597",Nov 08 03:17 PM
Williams Thomas L,Chairman and CEO,2021-11-05,Option Exercise,113.23,"67,200","7,609,056","261,207",Nov 08 04:32 PM
Williams Thomas L,Chairman and CEO,2021-11-05,Sale,324.33,"23,496","7,620,429","194,007",Nov 08 04:32 PM
Weeks Andrew M,"VP, Pres-Engineered Matl Grp",2021-11-05,Sale,328.01,"2,595","851,192","6,857",Nov 08 03:17 PM
Bowman William R,VP & Pres -Instrumentation Grp,2021-11-05,Sale,327.03,"3,275","1,071,023","5,249",Nov 08 03:14 PM
Leonti Joseph R,"VP, General Counsel, Secretary",2021-11-05,Sale,330.12,"8,794","2,903,075","18,533",Nov 08 03:11 PM
Gentile Thomas C,VP-Global Supply Chain,2021-11-05,Sale,326.2,741,"241,717","2,970",Nov 08 03:09 PM
