Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
MASSARO GEORGE,Director,2022-05-09,Sale,230.96,178,"41,110","4,677",May 11 03:52 PM
Smith David Ross,Corporate Executive VP & CFO,2022-03-03,Option Exercise,136.6,"8,965","1,224,594","34,784",Mar 04 04:13 PM
Smith David Ross,Corporate Executive VP & CFO,2022-03-03,Sale,282.53,"8,965","2,532,921","25,819",Mar 04 04:13 PM
FOSTER JAMES C,"Chairman, President and CEO",2022-02-23,Option Exercise,109.34,"20,296","2,219,165","235,318",Feb 25 04:20 PM
LaPlume Joseph W,"EVP, Corp Strategy & Develop",2022-02-23,Sale,292.75,395,"115,636","19,852",Feb 24 06:37 PM
FOSTER JAMES C,"Chairman, President and CEO",2022-02-23,Sale,287.83,"20,296","5,841,869","215,022",Feb 25 04:20 PM
FOSTER JAMES C,"Chairman, President and CEO",2022-02-22,Option Exercise,144.67,"17,436","2,522,466","234,228",Feb 23 04:49 PM
WALLMAN RICHARD F,Director,2022-02-22,Sale,288.05,"3,250","936,162",0,Feb 23 04:07 PM
LaPlume Joseph W,"EVP, Corp Strategy & Develop",2022-02-22,Sale,290.83,396,"115,170","20,562",Feb 23 04:44 PM
FOSTER JAMES C,"Chairman, President and CEO",2022-02-22,Sale,288.67,"17,436","5,033,328","216,792",Feb 23 04:49 PM
LaPlume Joseph W,"EVP, Corp Strategy & Develop",2022-02-18,Option Exercise,88.05,743,"65,421","22,418",Feb 23 04:44 PM
WALLMAN RICHARD F,Director,2022-02-18,Sale,297.5,"2,800","833,000","3,250",Feb 23 04:07 PM
WALLMAN RICHARD F,Director,2022-02-18,Sale,295.0,"1,150","339,250","17,679",Feb 23 04:07 PM
LaPlume Joseph W,"EVP, Corp Strategy & Develop",2022-02-18,Sale,291.8,"1,143","333,527","21,275",Feb 23 04:44 PM
FOSTER JAMES C,"Chairman, President and CEO",2022-02-15,Sale,315.46,"20,000","6,309,137","218,402",Feb 17 04:41 PM
Girshick Birgit,Corporate Executive VP,2021-09-14,Sale,439.9,"2,344","1,031,126","27,602",Sep 15 11:11 AM
Girshick Birgit,Corporate Executive VP,2021-09-13,Sale,442.19,81,"35,817","29,946",Sep 15 11:11 AM
MASSARO GEORGE,Director,2021-08-31,Option Exercise,164.24,"2,539","417,005","7,394",Sep 01 02:29 PM
MASSARO GEORGE,Director,2021-08-31,Sale,442.48,"2,539","1,123,457","4,855",Sep 01 02:29 PM
Creamer Victoria L,EVP & Chief People Officer,2021-08-16,Option Exercise,145.34,"6,917","1,005,330","13,303",Aug 17 03:01 PM
Creamer Victoria L,EVP & Chief People Officer,2021-08-16,Sale,415.24,"6,917","2,872,236","6,386",Aug 17 03:01 PM
Smith David Ross,Corporate Executive VP & CFO,2021-08-09,Sale,407.4,"1,750","712,954","14,425",Aug 10 11:58 AM
Kochevar Deborah Turner,Director,2021-08-06,Option Exercise,164.24,"2,539","417,005","9,622",Aug 10 11:47 AM
Barbo William D,Corporate Executive VP & CCO,2021-08-06,Option Exercise,136.61,"7,472","1,020,717","16,758",Aug 10 11:52 AM
LaPlume Joseph W,"EVP, Corp Strategy & Develop",2021-08-06,Sale,402.21,"3,700","1,488,175","8,462",Aug 10 11:56 AM
Barbo William D,Corporate Executive VP & CCO,2021-08-06,Sale,402.82,"12,387","4,989,752","4,371",Aug 10 11:52 AM
Kochevar Deborah Turner,Director,2021-08-06,Sale,406.43,"3,526","1,433,071","6,096",Aug 10 11:47 AM
FOSTER JAMES C,"Chairman, President and CEO",2021-08-06,Sale,401.79,"10,000","4,017,867","202,299",Aug 10 11:42 AM
