Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Kendrick Charles Morgan JR,"EVP & President, Commercial",2022-06-09,Option Exercise,285.52,"6,328","1,806,785","20,857",Jun 13 04:32 PM
Kendrick Charles Morgan JR,"EVP & President, Commercial",2022-06-09,Sale,488.6,"6,328","3,091,872","14,529",Jun 13 04:32 PM
Dixon Robert L JR,Director,2022-06-06,Sale,497.14,420,"208,799","9,491",Jun 07 04:50 PM
PERU RAMIRO G,Director,2022-05-19,Sale,468.88,990,"464,191","9,405",May 20 04:49 PM
Haytaian Peter D,"EVP & Pres., DBG & IngenioRx",2022-03-10,Option Exercise,131.8,"1,848","243,566","29,864",Mar 14 04:36 PM
Haytaian Peter D,"EVP & Pres., DBG & IngenioRx",2022-03-10,Sale,460.71,"17,703","8,155,863","12,161",Mar 14 04:36 PM
Penczek Ronald W,CAO & Controller,2022-03-03,Option Exercise,293.5,"1,559","457,562","4,325",Mar 03 06:06 PM
Penczek Ronald W,CAO & Controller,2022-03-03,Sale,463.68,"2,423","1,123,497","1,902",Mar 03 06:06 PM
Penczek Ronald W,CAO & Controller,2022-02-07,Option Exercise,258.5,"2,763","714,237","4,775",Feb 08 04:34 PM
Penczek Ronald W,CAO & Controller,2022-02-07,Sale,453.48,"2,763","1,252,965","2,012",Feb 08 04:34 PM
Penczek Ronald W,"SVP, Chief Accounting Officer",2021-10-28,Sale,436.0,"1,150","501,400","2,009",Oct 29 04:30 PM
Schneider Ryan M.,Director,2021-07-23,Buy,384.36,"1,300","499,668","4,714",Jul 26 04:32 PM
