Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Leonsis Theodore,Director,2022-06-03,Sale,166.63,"4,005","667,355",0,Jun 06 05:32 PM
Squeri Stephen J,Chairman and CEO,2022-04-28,Sale,178.38,"48,160","8,590,632","31,285",Apr 29 04:48 PM
Lieberman Quinn Jessica,EVP - Controller,2022-02-14,Sale,191.42,"1,804","345,316","2,102",Feb 15 04:20 PM
Williams Anre D,"Group Pres., Enterprise Serv.",2022-02-09,Option Exercise,95.96,"139,909","13,425,935","254,077",Feb 09 07:44 PM
Williams Anre D,"Group Pres., Enterprise Serv.",2022-02-09,Sale,196.82,"139,909","27,536,698","114,168",Feb 09 07:44 PM
Joabar Raymond,"Grp. Pres., GMNS",2022-02-08,Sale,192.67,"7,800","1,502,824","12,476",Feb 09 07:21 PM
Squeri Stephen J,Chairman and CEO,2022-02-01,Option Exercise,95.92,"59,619","5,718,654","338,009",Feb 02 05:16 PM
Squeri Stephen J,Chairman and CEO,2022-02-01,Sale,178.6,"267,656","47,804,524","70,353",Feb 02 05:16 PM
Seeger Laureen,Chief Legal Officer,2022-01-31,Option Exercise,100.96,"30,808","3,110,376","60,986",Feb 02 05:20 PM
Squeri Stephen J,Chairman and CEO,2022-01-31,Option Exercise,94.03,"208,037","19,560,942","278,390",Feb 02 05:16 PM
Seeger Laureen,Chief Legal Officer,2022-01-31,Sale,175.57,"30,808","5,408,884","30,178",Feb 02 05:20 PM
Marrs Anna,"Group Pres., GCS and CFR",2021-11-24,Option Exercise,102.73,"21,572","2,216,092","32,069",Nov 29 02:51 PM
Marrs Anna,"Group Pres., GCS and CFR",2021-11-24,Sale,171.22,"26,094","4,467,815","5,975",Nov 29 02:51 PM
GORDON MARC D,Chief Information Officer,2021-09-10,Sale,159.24,"13,424","2,137,638","17,600",Sep 14 02:57 PM
CAMPBELL JEFFREY C,Vice Chairman and CFO,2021-08-02,Option Exercise,73.77,"74,677","5,508,922","160,802",Aug 04 06:03 PM
CAMPBELL JEFFREY C,Vice Chairman and CFO,2021-08-02,Sale,170.48,"74,677","12,731,019","86,125",Aug 04 06:03 PM
