Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
GRASBY PAUL DARREN,EVP & CSO,2022-07-12,Option Exercise,30.15,"22,989","693,022","70,494",Jul 14 04:10 PM
PENG VICTOR,"President, AECG",2022-07-12,Option Exercise,0.00,"30,489",0,"193,625",Jul 14 04:14 PM
GRASBY PAUL DARREN,EVP & CSO,2022-07-12,Sale,76.99,"32,694","2,517,111","37,800",Jul 14 04:10 PM
WOLIN HARRY A,"SVP, GC & Corporate Secretary",2022-06-15,Option Exercise,1.84,"325,143","598,263","1,618,212",Jun 17 04:11 PM
KUMAR DEVINDER,"EVP, CFO & Treasurer",2022-05-31,Sale,102.44,"20,000","2,048,800","504,370",Jun 02 04:11 PM
HOUSEHOLDER JOSEPH A,Director,2022-05-19,Option Exercise,0.0,"2,578",0,"6,572",May 20 04:39 PM
KUMAR DEVINDER,"EVP, CFO & Treasurer",2022-05-18,Option Exercise,12.83,"28,966","371,634","553,336",May 20 04:23 PM
KUMAR DEVINDER,"EVP, CFO & Treasurer",2022-05-18,Sale,100.0,"28,966","2,896,600","524,370",May 20 04:23 PM
Bergman Rick,"EVP, Computing & Graphics",2022-05-17,Sale,97.94,"2,000","195,880","87,988",May 19 04:13 PM
GRASBY PAUL DARREN,EVP & CSO,2022-05-04,Sale,98.26,"15,000","1,473,900","47,505",May 06 04:17 PM
PENG VICTOR,"President, AECG",2022-04-29,Option Exercise,0.0,"55,924",0,"190,864",May 03 04:19 PM
SMITH DARLA M,Chief Accounting Officer,2022-04-15,Option Exercise,0.0,628,0,"7,889",Apr 19 04:21 PM
CALDWELL JOHN EDWARD,Director,2022-04-01,Sale,109.28,"10,000","1,092,800","4,672",Apr 05 04:18 PM
Papermaster Mark D,Chief Technology Officer & EVP,2022-03-30,Option Exercise,6.98,"20,180","140,856","1,314,812",Apr 01 04:27 PM
Papermaster Mark D,Chief Technology Officer & EVP,2022-03-30,Sale,125.0,"20,180","2,522,500","1,294,632",Apr 01 04:27 PM
PENG VICTOR,"President, AECG",2022-03-22,Option Exercise,0.0,"104,001",0,"186,505",Mar 24 04:18 PM
PENG VICTOR,"President, AECG",2022-03-18,Option Exercise,0.0,"148,923",0,"156,342",Mar 22 04:13 PM
KUMAR DEVINDER,"EVP, CFO & Treasurer",2022-03-01,Option Exercise,12.83,"28,964","371,608","553,334",Mar 03 04:14 PM
KUMAR DEVINDER,"EVP, CFO & Treasurer",2022-03-01,Sale,122.26,"28,964","3,541,139","524,370",Mar 03 04:14 PM
