Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
TISCH ANDREW H,Director,2022-07-01,Option Exercise,0.00,"74,056",0,"45,611",Jul 06 01:35 PM
FRIBOURG PAUL J,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","2,250",Jun 02 01:43 PM
DIKER CHARLES M,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","18,883",Jun 02 01:43 PM
HARRIS WALTER L,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","21,883",Jun 02 01:44 PM
LASKAWY PHILIP A,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","9,615",Jun 02 01:44 PM
BOWER JOSEPH L,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","15,038",Jun 02 01:43 PM
BERMAN ANN E,Director,2022-06-01,Option Exercise,39.8,"2,250","89,550","3,975",Jun 02 01:42 PM
BOWER JOSEPH L,Director,2022-06-01,Sale,64.46,442,"28,491","13,229",Jun 02 01:43 PM
DIKER CHARLES M,Director,2022-06-01,Sale,64.37,883,"56,838","16,633",Jun 02 01:43 PM
BERMAN ANN E,Director,2022-06-01,Sale,64.55,883,"56,998","1,725",Jun 02 01:42 PM
LASKAWY PHILIP A,Director,2022-06-01,Sale,64.35,883,"56,821","7,365",Jun 02 01:44 PM
HARRIS WALTER L,Director,2022-06-01,Sale,64.35,883,"56,821","19,633",Jun 02 01:44 PM
FRIBOURG PAUL J,Director,2022-06-01,Sale,64.35,883,"56,821",0,Jun 02 01:43 PM
TISCH ANDREW H,Director,2022-05-25,Sale,64.11,"271,044","17,376,631","14,332,391",May 25 05:08 PM
TISCH ANDREW H,Director,2022-05-24,Sale,64.0,"73,045","4,674,880","14,603,435",May 25 05:08 PM
SCOTT RICHARD WALDO,SVP & Chief Investment Officer,2022-05-23,Option Exercise,45.72,"22,500","1,028,588","65,420",May 24 01:07 PM
SCOTT RICHARD WALDO,SVP & Chief Investment Officer,2022-05-23,Sale,64.35,"6,123","394,015","42,920",May 24 01:07 PM
TISCH ANDREW H,Director,2022-05-23,Sale,64.29,"155,911","10,023,518","14,676,480",May 25 05:08 PM
HARRIS WALTER L,Director,2022-05-11,Option Exercise,0.0,"1,725",0,"19,633",May 11 03:53 PM
TISCH ANDREW H,Director,2022-05-11,Option Exercise,0.0,614,0,614,May 11 03:54 PM
WELTERS ANTHONY,Director,2022-05-11,Option Exercise,0.0,"1,725",0,"7,449",May 11 03:54 PM
DAVIDSON CHARLES D,Director,2022-05-11,Option Exercise,0.0,"1,725",0,"23,633",May 11 03:52 PM
DIKER CHARLES M,Director,2022-05-11,Option Exercise,0.0,"1,725",0,"16,633",May 11 03:52 PM
BERMAN ANN E,Director,2022-05-11,Option Exercise,0.0,"1,725",0,"1,725",May 11 03:48 PM
BOWER JOSEPH L,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","14,640",Mar 02 03:50 PM
DIKER CHARLES M,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","17,158",Mar 02 03:52 PM
FRIBOURG PAUL J,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","2,250",Mar 02 03:53 PM
HARRIS WALTER L,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","20,158",Mar 02 03:55 PM
LASKAWY PHILIP A,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","9,615",Mar 02 03:57 PM
BERMAN ANN E,Director,2022-03-01,Option Exercise,39.41,"2,250","88,672","2,250",Mar 02 03:48 PM
