Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
PINCHUK NICHOLAS T,"Chairman, President and CEO",2022-06-01,Option Exercise,79.04,"30,000","2,371,200","641,517",Jun 02 04:25 PM
PINCHUK NICHOLAS T,"Chairman, President and CEO",2022-06-01,Sale,216.58,"19,394","4,200,316","622,123",Jun 02 04:25 PM
PINCHUK NICHOLAS T,"Chairman, President and CEO",2021-12-17,Option Exercise,60.0,"41,500","2,490,000","629,816",Dec 20 05:01 PM
PINCHUK NICHOLAS T,"Chairman, President and CEO",2021-12-17,Sale,213.7,"24,880","5,316,775","604,936",Dec 20 05:01 PM
Pagliari Aldo John,Sr VP - Finance & CFO,2021-12-09,Option Exercise,60.0,"10,000","600,000","74,069",Dec 09 05:05 PM
Pagliari Aldo John,Sr VP - Finance & CFO,2021-12-09,Sale,214.0,"6,191","1,324,871","67,878",Dec 09 05:05 PM
Daniel Karen L,Director,2021-12-09,Sale,213.56,"2,259","482,440","10,119",Dec 09 05:03 PM
Pagliari Aldo John,Sr VP - Finance & CFO,2021-09-09,Option Exercise,60.0,"8,000","480,000","68,968",Sep 10 04:45 PM
Pagliari Aldo John,Sr VP - Finance & CFO,2021-09-09,Sale,221.47,"4,912","1,087,876","64,056",Sep 10 04:45 PM
Daniel Karen L,Director,2021-09-09,Sale,222.3,"3,219","715,584","12,378",Sep 10 04:43 PM
PINCHUK NICHOLAS T,"Chairman, President and CEO",2021-08-11,Option Exercise,60.0,"41,500","2,490,000","612,806",Aug 12 04:46 PM
PINCHUK NICHOLAS T,"Chairman, President and CEO",2021-08-11,Sale,227.29,"24,492","5,566,895","588,314",Aug 12 04:46 PM
