Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Wengel Kathryn E,"EVP, Chief GSC Officer",2022-06-10,Option Exercise,72.54,"40,000","2,901,600","111,311",Jun 14 06:28 PM
Wengel Kathryn E,"EVP, Chief GSC Officer",2022-06-10,Sale,173.0,"40,000","6,920,040","71,311",Jun 14 06:28 PM
Decker Robert J,"Controller, CAO",2022-05-26,Option Exercise,72.54,"8,462","613,833","23,935",May 31 05:21 PM
Decker Robert J,"Controller, CAO",2022-05-26,Sale,180.0,"8,462","1,523,160","15,473",May 31 05:21 PM
Hait William,See Remarks,2022-04-21,Option Exercise,90.44,"29,699","2,685,978","109,935",Apr 25 04:33 PM
Hait William,See Remarks,2022-04-21,Sale,183.58,"29,699","5,452,053","80,236",Apr 25 04:33 PM
Mongon Thibaut,"Exec VP, WW Chair, Consumer",2022-03-17,Option Exercise,100.69,"30,785","3,099,895","74,688",Mar 21 04:38 PM
Mongon Thibaut,"Exec VP, WW Chair, Consumer",2022-03-17,Sale,176.26,"10,874","1,916,671","63,814",Mar 21 04:38 PM
Mongon Thibaut,"Exec VP, WW Chair, Consumer",2022-03-17,Sale,176.25,"23,681","4,173,718","40,133",Mar 21 04:38 PM
Decker Robert J,"Controller, CAO",2022-03-15,Option Exercise,72.54,"5,000","362,700","20,473",Mar 17 04:30 PM
Decker Robert J,"Controller, CAO",2022-03-15,Sale,175.51,"5,000","877,530","15,473",Mar 17 04:30 PM
Ullmann Michael H,"Exec VP, General Counsel",2022-02-15,Option Exercise,0.0,"13,186",0,"165,044",Feb 17 06:00 AM
Broadhurst Vanessa,"EVP, Global Corp Aff.",2022-02-15,Option Exercise,0.0,"2,557",0,"16,592",Feb 17 06:00 AM
Taubert Jennifer L,"EVP, WW Chair, Pharmaceuticals",2022-02-15,Option Exercise,0.0,"18,064",0,"135,297",Feb 17 06:01 AM
Mammen Mathai,"EVP, Pharm, R&D",2022-02-15,Option Exercise,0.0,"7,740",0,"45,300",Feb 17 06:00 AM
Wengel Kathryn E,"EVP, Chief GSC Officer",2022-02-15,Option Exercise,0.0,"10,386",0,"76,010",Feb 17 06:01 AM
Duato Joaquin,CEO,2022-02-15,Option Exercise,0.0,"29,714",0,"258,879",Feb 17 06:00 AM
Gorsky Alex,Director,2022-02-15,Option Exercise,0.0,"60,965",0,"611,919",Feb 17 06:00 AM
McEvoy Ashley,"EVP, WW Chair, Medical Devices",2022-02-15,Option Exercise,0.0,"15,806",0,"48,055",Feb 17 06:01 AM
Wolk Joseph J,"Exec VP, CFO",2022-02-15,Option Exercise,0.0,"17,793",0,"43,177",Feb 17 06:01 AM
Mongon Thibaut,"Exec VP, WW Chair, Consumer",2022-02-15,Option Exercise,0.0,"3,922",0,"45,746",Feb 17 06:01 AM
Decker Robert J,"Controller, CAO",2022-02-15,Option Exercise,0.0,903,0,"15,721",Feb 17 06:01 AM
Hait William,See Remarks,2022-02-15,Option Exercise,0.0,"8,128",0,"84,394",Feb 18 07:15 PM
Fasolo Peter,"Exec VP, Chief HR Officer",2022-02-14,Option Exercise,0.0,"11,154",0,"118,497",Feb 17 06:00 AM
Wolk Joseph J,"Exec VP, CFO",2022-02-14,Option Exercise,0.0,"3,248",0,"26,305",Feb 15 08:04 PM
Hait William,See Remarks,2022-02-14,Option Exercise,0.0,"7,790",0,"230,948",Feb 15 08:04 PM
Duato Joaquin,CEO,2022-02-14,Option Exercise,0.0,"5,424",0,"231,521",Feb 15 08:04 PM
Gorsky Alex,Director,2022-02-14,Option Exercise,0.0,"11,129",0,"555,787",Feb 15 08:04 PM
Decker Robert J,"Controller, CAO",2022-02-14,Option Exercise,0.0,866,0,"15,081",Feb 15 08:02 PM
McEvoy Ashley,"EVP, WW Chair, Medical Devices",2022-02-14,Option Exercise,0.0,"2,885",0,"33,041",Feb 15 08:03 PM
Mongon Thibaut,"Exec VP, WW Chair, Consumer",2022-02-14,Option Exercise,0.0,"3,759",0,"43,344",Feb 15 08:03 PM
Ullmann Michael H,"Exec VP, General Counsel",2022-02-14,Option Exercise,0.0,"2,407",0,"152,729",Feb 15 08:03 PM
Broadhurst Vanessa,"EVP, Global Corp Aff.",2022-02-14,Option Exercise,0.0,"2,451",0,"14,937",Feb 15 08:03 PM
Wengel Kathryn E,"EVP, Chief GSC Officer",2022-02-14,Option Exercise,0.0,"1,896",0,"66,319",Feb 15 08:03 PM
Mammen Mathai,"EVP, Pharm, R&D",2022-02-14,Option Exercise,0.0,"7,418",0,"39,895",Feb 15 08:03 PM
Taubert Jennifer L,"EVP, WW Chair, Pharmaceuticals",2022-02-14,Option Exercise,0.0,"3,297",0,"118,423",Feb 15 08:02 PM
Fasolo Peter,"Exec VP, Chief HR Officer",2022-02-14,Option Exercise,0.0,"2,036",0,"109,379",Feb 15 08:02 PM
Duato Joaquin,CEO,2022-01-14,Option Exercise,65.37,"84,423","5,518,732","280,475",Jan 19 08:54 PM
Gorsky Alex,Director,2022-01-14,Option Exercise,65.37,"231,951","15,162,637","695,601",Jan 19 08:54 PM
Decker Robert J,"Controller, CAO",2021-12-07,Option Exercise,72.54,"5,000","362,700","19,215",Dec 09 04:43 PM
Decker Robert J,"Controller, CAO",2021-12-07,Sale,163.21,"5,000","816,050","14,215",Dec 09 04:43 PM
