Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
BURNS MICHAEL RAYMOND,Director,2022-04-25,Buy,87.7,"2,500","219,256","16,398",Apr 25 01:50 PM
Cocks Christian P,Chief Executive Officer,2022-04-21,Buy,89.59,"10,102","905,046","65,945",Apr 22 11:17 AM
Sibley Tarrant L.,"EVP, CLO and Corp Secretary",2022-01-04,Sale,105.0,"2,000","210,000","31,608",Jan 04 04:56 PM
Courtney Thomas J Jr.,"EVP, Chief Global Ops Officer",2021-11-23,Sale,100.53,"6,500","653,427","23,725",Nov 23 04:25 PM
Courtney Thomas J Jr.,"EVP, Chief Global Ops Officer",2021-11-19,Option Exercise,74.42,"9,186","683,622","39,411",Nov 23 04:25 PM
Courtney Thomas J Jr.,"EVP, Chief Global Ops Officer",2021-11-19,Sale,100.0,"9,186","918,600","30,225",Nov 23 04:25 PM
Sibley Tarrant L.,"EVP, CLO and Corp Secretary",2021-11-17,Option Exercise,61.77,"5,498","339,611","39,106",Nov 18 05:51 PM
Sibley Tarrant L.,"EVP, CLO and Corp Secretary",2021-11-17,Sale,100.83,"5,498","554,351","33,608",Nov 18 05:51 PM
Thomas Deborah,EVP and CFO,2021-11-08,Option Exercise,65.9,"20,798","1,370,687","142,344",Nov 10 02:03 PM
Thomas Deborah,EVP and CFO,2021-11-08,Sale,96.11,"20,798","1,998,816","128,344",Nov 10 02:03 PM
Hogg Michael,"EVP, Chief Commercial Officer",2021-08-12,Sale,99.27,"2,000","198,546","8,316",Jan 18 04:59 PM
Hogg Michael,"EVP, Chief Commercial Officer",2021-08-11,Sale,98.58,"3,000","295,751","10,316",Jan 18 04:59 PM
Nyman Eric,"Chairman Consumer Officer, COO",2021-07-29,Option Exercise,80.53,"11,435","920,895","36,829",Jul 30 01:15 PM
Nyman Eric,"Chairman Consumer Officer, COO",2021-07-29,Sale,100.08,"11,435","1,144,457","25,394",Jul 30 01:15 PM
GOLDNER BRIAN,Chairman & CEO,2021-07-28,Option Exercise,61.77,"210,378","12,995,049","352,459",Jul 30 01:02 PM
GOLDNER BRIAN,Chairman & CEO,2021-07-28,Sale,101.05,"210,378","21,257,760","142,081",Jul 30 01:02 PM
