Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Elcan Patricia F,10% Owner,2022-07-25,Buy,198.66,325,"64,564","89,337",Jul 27 08:16 PM
Berres Jennifer,SVP & Chief Human Res. Officer,2022-05-13,Sale,218.87,"2,358","516,086","11,392",May 17 05:40 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2022-05-03,Sale,215.38,500,"107,690","11,373",May 05 05:05 PM
FRIST THOMAS F JR,10% Owner,2022-05-02,Buy,211.93,"89,100","18,883,001","478,955",May 04 05:52 PM
McAlevey Michael R,SVP & Chief Legal Officer,2022-04-29,Buy,218.56,"1,110","242,602","1,110",May 03 05:59 PM
Smith Andrea B,Director,2022-04-28,Buy,213.63,"1,160","247,815","2,239",May 02 06:01 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-03-11,Sale,269.0,"11,522","3,099,418","17,051",Mar 15 06:33 PM
MOORE A BRUCE JR,Group President - Service Line,2022-02-17,Sale,253.18,"9,367","2,371,502","91,788",Feb 18 06:47 PM
MOORE A BRUCE JR,Group President - Service Line,2022-02-16,Sale,244.01,"20,633","5,034,685","101,155",Feb 18 06:47 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-01-05,Option Exercise,47.97,"23,375","1,121,299","35,732",Jan 06 06:38 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-01-04,Sale,259.23,"22,198","5,754,390","12,357",Jan 06 06:38 PM
Sowell Joseph A III,SVP; Chief Development Officer,2021-12-29,Option Exercise,37.18,"42,750","1,589,445","55,107",Jan 03 06:38 PM
Foster Jon M,Group President,2021-11-11,Sale,241.64,"16,294","3,937,299",0,Nov 12 05:27 PM
Billington Phillip G,SVP-Internal Audit Services,2021-11-10,Sale,246.25,"8,252","2,032,096","37,109",Nov 10 07:03 PM
Reiner Deborah M,SVP - Mktg. & Communications,2021-11-10,Sale,246.23,"2,052","505,261","4,524",Nov 12 05:28 PM
Foster Jon M,Group President,2021-11-09,Option Exercise,47.97,"33,375","1,600,999","33,375",Nov 12 05:27 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-11-09,Sale,249.61,"3,364","839,689",0,Nov 12 05:26 PM
Billington Phillip G,SVP-Internal Audit Services,2021-11-08,Option Exercise,22.95,"15,000","344,250","52,109",Nov 10 07:03 PM
Torres Kathryn A.,SVP-Payer Contracting & Align.,2021-11-08,Option Exercise,141.17,"8,095","1,142,748","23,994",Nov 10 07:03 PM
Berres Jennifer,SVP & Chief Human Res. Officer,2021-11-05,Option Exercise,75.99,"10,640","808,545","14,020",Nov 09 07:02 PM
Wyatt Christopher F.,SVP & Controller,2021-11-05,Sale,252.94,"2,100","531,174","27,820",Nov 09 07:02 PM
RUTHERFORD BILL B,CFO and EVP,2021-11-04,Sale,250.0,"20,647","5,161,750","58,009",Nov 05 06:25 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2021-11-04,Sale,250.48,"3,815","955,598","8,877",Nov 04 06:22 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-11-03,Option Exercise,69.58,"7,688","534,931","7,688",Nov 05 06:26 PM
RUTHERFORD BILL B,CFO and EVP,2021-11-03,Sale,250.0,"9,353","2,338,250","78,656",Nov 05 06:25 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2021-11-02,Option Exercise,60.58,"8,325","504,300","17,202",Nov 04 06:22 PM
HAZEN SAMUEL N,CEO,2021-11-02,Sale,251.72,"50,000","12,586,223","323,664",Nov 02 07:34 PM
