Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Golodryga Zhanna,Director,2022-04-20,Option Exercise,0.0,"6,350",0,"29,270",Apr 22 01:27 PM
DEFOSSET DON,Director,2022-04-20,Option Exercise,0.0,"18,698",0,"152,679",Apr 22 01:27 PM
JOHNSON JOIA M,Director,2022-04-20,Option Exercise,0.0,"5,276",0,"5,276",Apr 22 01:27 PM
Peters Scott M.,SEVP,2022-04-01,Option Exercise,0.0,"29,998",0,"71,397",Apr 05 06:13 PM
Smith Ronald G.,SEVP,2022-04-01,Option Exercise,0.0,"38,569",0,"271,697",Apr 05 06:13 PM
Ritter William D.,SEVP,2022-04-01,Option Exercise,0.0,"25,713",0,"48,749",Apr 05 06:13 PM
Turner David J Jr,CFO,2022-04-01,Option Exercise,0.0,"59,996",0,"220,887",Apr 05 06:13 PM
Turner John M JR,President & CEO,2022-04-01,Option Exercise,0.0,"187,485",0,"578,035",Apr 05 06:13 PM
Allen Karin K,Principal Accounting Officer,2022-04-01,Option Exercise,0.0,"4,970",0,"31,450",Apr 05 06:14 PM
Danella Katherine R,SEVP,2022-04-01,Option Exercise,0.0,"19,284",0,"35,753",Apr 05 06:14 PM
Keenan David R.,SEVP,2022-04-01,Option Exercise,0.0,"29,998",0,"51,683",Apr 05 06:14 PM
Lusco C. Matthew,SEVP & CRO,2022-04-01,Option Exercise,0.0,"51,426",0,"200,652",Apr 05 06:13 PM
Duggirala Amala,SEVP,2021-11-10,Sale,24.5,"25,000","612,505","33,327",Nov 12 04:26 PM
Danella Katherine R,SEVP,2021-10-18,Option Exercise,0.0,"8,802",0,"20,373",Oct 20 04:15 PM
