Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Fish James C Jr,"Pres, Chief Executive Officer",2022-07-29,Option Exercise,103.24,"90,134","9,305,393","184,978",Aug 02 03:46 PM
POPE JOHN C,Director,2022-07-18,Sale,152.19,219,"33,330","55,439",Jul 19 02:23 PM
Morris John J,EVP & Chief Operation Officer,2022-04-28,Option Exercise,98.9,"27,006","2,670,839","142,467",Apr 29 03:08 PM
Nagy Leslie K,VP & Chief Accounting Officer,2022-04-28,Option Exercise,98.9,"1,882","186,126","7,548",Apr 29 03:08 PM
Morris John J,EVP & Chief Operation Officer,2022-04-28,Sale,168.1,"47,006","7,901,652","95,461",Apr 29 03:08 PM
Sjoqvist Nikolaj H,"SVP, Chief Digital Officer",2022-04-28,Sale,166.57,"10,311","1,717,473","38,769",Apr 29 03:08 PM
Nagy Leslie K,VP & Chief Accounting Officer,2022-04-28,Sale,169.72,"2,668","452,821","4,880",Apr 29 03:08 PM
Fish James C Jr,"Pres, Chief Executive Officer",2022-03-29,Sale,158.88,"6,748","1,072,135","109,844",Mar 30 12:51 PM
Fish James C Jr,"Pres, Chief Executive Officer",2022-03-28,Sale,158.05,"28,976","4,579,622","116,592",Mar 30 12:51 PM
Fish James C Jr,"Pres, Chief Executive Officer",2022-03-07,Sale,158.12,"24,659","3,899,106","145,568",Mar 08 03:23 PM
Fish James C Jr,"Pres, Chief Executive Officer",2022-03-04,Sale,158.0,"6,413","1,013,254","170,227",Mar 08 03:23 PM
Nagy Leslie K,VP & Chief Accounting Officer,2022-02-22,Sale,141.65,76,"10,766","5,353",Feb 23 12:38 PM
Carrasco Rafael,SVP Operations,2022-02-22,Sale,141.33,66,"9,328","7,953",Feb 23 12:38 PM
Hemmer Tara J.,SVP & Chief Sustainability Off,2022-02-17,Sale,142.15,"10,910","1,550,890","37,517",Feb 22 02:57 PM
Batchelor Steve,Sr. Vice President Operations,2022-02-16,Sale,141.66,"1,080","152,993","37,144",Feb 17 03:42 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2022-02-16,Sale,141.87,"1,080","153,221","36,066",Feb 17 03:42 PM
Carrasco Rafael,SVP Operations,2022-02-16,Sale,141.8,358,"50,764","8,122",Feb 17 03:42 PM
Hemmer Tara J.,SVP & Chief Sustainability Off,2022-02-16,Sale,141.73,"1,080","153,068","48,427",Feb 17 03:42 PM
Morris John J,EVP & Chief Operation Officer,2022-02-16,Sale,141.67,"1,080","153,001","105,257",Feb 17 03:42 PM
Nagy Leslie K,VP & Chief Accounting Officer,2022-02-16,Sale,141.81,412,"58,428","5,547",Feb 17 03:42 PM
Rankin Devina A,EVP & CFO,2022-02-16,Sale,141.9,"1,080","153,252","49,428",Feb 17 03:42 PM
Sjoqvist Nikolaj H,"SVP, Chief Digital Officer",2022-02-16,Sale,141.92,"1,080","153,274","42,277",Feb 17 03:43 PM
Watson Michael J.,Sr. VP-Chief Customer Officer,2022-02-16,Sale,141.91,"1,080","153,265","26,970",Feb 17 03:43 PM
POPE JOHN C,Director,2022-01-18,Sale,155.41,195,"30,305","55,065",Jan 18 03:58 PM
Hemmer Tara J.,SVP & Chief Sustainability Off,2021-10-01,Option Exercise,85.34,"16,447","1,403,587","45,164",Oct 05 09:27 AM
Hemmer Tara J.,SVP & Chief Sustainability Off,2021-10-01,Sale,149.07,"12,186","1,816,537","32,978",Oct 05 09:27 AM
Rankin Devina A,"EVP, CFO and Treasurer",2021-08-31,Option Exercise,90.35,"44,327","4,004,756","69,800",Sep 01 02:34 PM
Rankin Devina A,"EVP, CFO and Treasurer",2021-08-31,Sale,155.18,"33,115","5,138,792","36,685",Sep 01 02:34 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-08-12,Option Exercise,85.34,"18,421","1,572,048","37,512",Aug 13 02:21 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-08-12,Sale,150.0,"13,613","2,041,913","23,899",Aug 13 02:21 PM
HOLT VICTORIA M,Director,2021-08-02,Sale,146.91,604,"88,733","18,729",Aug 04 12:11 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-07-27,Option Exercise,73.33,"28,097","2,060,493","47,188",Jul 28 03:31 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-07-27,Sale,148.61,"28,097","4,175,391","19,091",Jul 28 03:31 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-07-26,Option Exercise,73.33,400,"29,334","19,491",Jul 28 03:31 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-07-26,Sale,147.0,400,"58,801","19,091",Jul 28 03:31 PM
POPE JOHN C,Director,2021-07-16,Sale,145.9,211,"30,785","54,732",Jul 19 04:54 PM
Boettcher Charles C,"EVP, Corp Development & CLO",2021-07-15,Sale,145.0,"3,500","507,500","19,091",Jul 19 04:54 PM
Nagy Leslie K,VP & Chief Accounting Officer,2021-07-01,Sale,141.7,269,"38,117","3,442",Jul 01 06:42 PM
