Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
VAN ZUILEN WILFRED,"Pres, Europe, M. East & Africa",2022-07-05,Sale,105.22,531,"55,870","2,240",Jul 06 04:08 PM
Upadhyay Suketu,"Exec. VP, CFO",2022-07-01,Option Exercise,0.00,"3,768",0,"9,231",Jul 05 05:36 PM
VAN ZUILEN WILFRED,"Pres, Europe, M. East & Africa",2022-07-01,Option Exercise,0.00,"2,633",0,"2,771",Jul 06 04:08 PM
Ellingson Rachel,SVP & Chief Strategy Officer,2022-05-01,Option Exercise,0.0,531,0,"3,791",May 03 04:41 PM
Phipps Chad F,Sr. VP/Gen Counsel/Secretary,2022-03-17,Option Exercise,62.22,"35,149","2,186,971","76,688",Mar 21 04:01 PM
Phipps Chad F,Sr. VP/Gen Counsel/Secretary,2022-03-17,Sale,121.97,"35,149","4,287,248","41,539",Mar 21 04:01 PM
Winkler Lori,SVP and CHRO,2022-03-02,Option Exercise,0.0,181,0,290,Mar 04 04:02 PM
Hanson Bryan C,President and CEO,2021-12-19,Option Exercise,0.0,"58,470",0,"107,493",Dec 21 04:19 PM
Yi Sang,"President, Asia Pacific",2021-12-14,Sale,124.14,"2,800","347,599","5,837",Dec 15 06:04 PM
Tornos Ivan,Chief Operating Officer,2021-12-03,Option Exercise,0.0,"3,538",0,"13,880",Dec 07 04:15 PM
Nichol Carrie Ann,"VP, Controller & CAO",2021-10-01,Option Exercise,0.0,164,0,390,Oct 04 06:03 PM
Upadhyay Suketu,"Exec. VP, CFO",2021-07-01,Option Exercise,0.0,"3,655",0,"6,416",Jul 02 03:25 PM
