Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-07-28,Option Exercise,108.49,"45,346","4,919,588","262,749",Aug 01 06:11 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-07-06,Option Exercise,108.49,"50,000","5,424,500","248,338",Jul 08 05:18 PM
HIGGINS JOHN L,Director,2022-06-08,Option Exercise,66.9,600,"40,140","5,206",Jun 09 05:07 PM
HIGGINS JOHN L,Director,2022-06-08,Sale,366.09,600,"219,654","4,606",Jun 09 05:07 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-06-07,Option Exercise,108.49,"5,104","553,733","203,442",Jun 09 05:05 PM
HIGGINS JOHN L,Director,2022-06-07,Option Exercise,66.9,"1,000","66,900","5,606",Jun 09 05:07 PM
HIGGINS JOHN L,Director,2022-06-07,Sale,364.31,"1,000","364,310","4,606",Jun 09 05:07 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-06-07,Sale,365.0,"5,104","1,862,960","198,338",Jun 09 05:05 PM
BAUMGARTNER ROBERT V,Director,2022-05-10,Buy,352.55,300,"105,765","10,106",May 11 04:52 PM
Kelderman Kim,Pres. Diagnostics & Genom,2022-02-08,Option Exercise,150.78,"1,989","299,901","1,989",Feb 10 04:31 PM
Kummeth Charles R.,Chief Executive Officer,2022-01-28,Option Exercise,115.08,"1,737","199,896","198,338",Feb 01 04:35 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-11-19,Option Exercise,150.78,500,"75,390",500,Nov 23 08:02 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-11-19,Sale,505.38,500,"252,689",0,Nov 23 08:02 PM
Eansor Norman David,President-Protein Sciences,2021-11-16,Option Exercise,125.05,799,"99,915","2,117",Nov 16 04:51 PM
Eansor Norman David,President-Protein Sciences,2021-11-12,Option Exercise,125.05,"27,159","3,396,233","28,477",Nov 16 04:51 PM
Eansor Norman David,President-Protein Sciences,2021-11-12,Sale,504.0,"27,159","13,688,193","1,318",Nov 16 04:51 PM
Hippel James,Chief Financial Officer,2021-11-02,Option Exercise,125.05,200,"25,010","10,955",Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-02,Sale,525.1,200,"105,020","10,755",Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-01,Option Exercise,125.05,"8,822","1,103,191","19,577",Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-01,Sale,526.52,"8,822","4,644,970","10,755",Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-10-29,Option Exercise,125.05,662,"82,783","11,417",Nov 01 04:36 PM
Hippel James,Chief Financial Officer,2021-10-29,Sale,525.23,662,"347,704","10,755",Nov 01 04:36 PM
Hippel James,Chief Financial Officer,2021-10-28,Sale,525.18,100,"52,518","10,755",Nov 01 04:36 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-09-22,Sale,529.04,822,"434,871",0,Sep 24 04:30 PM
STEER RANDOLPH C,Director,2021-09-07,Option Exercise,89.58,"8,000","716,680","13,112",Sep 09 04:26 PM
STEER RANDOLPH C,Director,2021-09-07,Sale,509.98,"8,000","4,079,823","5,112",Sep 09 04:26 PM
Kummeth Charles R.,Chief Executive Officer,2021-09-02,Option Exercise,108.49,"73,492","7,973,147","238,606",Sep 07 05:00 PM
Furlow Brenda S.,SVP - General Counsel,2021-09-02,Option Exercise,125.05,"6,871","859,219","14,491",Sep 07 04:58 PM
Hippel James,Chief Financial Officer,2021-09-02,Option Exercise,106.59,"10,000","1,065,900","20,855",Sep 07 04:59 PM
Furlow Brenda S.,SVP - General Counsel,2021-09-02,Sale,509.94,"6,871","3,503,764","7,620",Sep 07 04:58 PM
Hippel James,Chief Financial Officer,2021-09-02,Sale,507.22,"10,000","5,072,165","10,855",Sep 07 04:59 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-31,Option Exercise,125.05,"5,000","625,250","12,620",Sep 02 04:48 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-31,Sale,505.66,"5,000","2,528,311","7,620",Sep 02 04:48 PM
Eansor Norman David,President-Protein Sciences,2021-08-31,Sale,503.07,"1,538","773,728","1,318",Sep 02 04:49 PM
BAUMGARTNER ROBERT V,Director,2021-08-23,Option Exercise,87.39,"4,000","349,560","13,612",Aug 25 04:42 PM
Nusse Roeland,Director,2021-08-23,Option Exercise,70.35,"4,000","281,400","10,765",Aug 25 05:13 PM
Nusse Roeland,Director,2021-08-23,Sale,481.52,"4,000","1,926,065","6,765",Aug 25 05:13 PM
BAUMGARTNER ROBERT V,Director,2021-08-23,Sale,485.55,"4,000","1,942,183","9,612",Aug 25 04:42 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-19,Option Exercise,109.99,"4,337","477,030","11,158",Aug 23 04:15 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-19,Sale,473.95,"3,538","1,676,849","7,620",Aug 23 04:15 PM
Kummeth Charles R.,Chief Executive Officer,2021-08-11,Option Exercise,108.49,921,"99,919","165,114",Aug 13 04:03 PM
Hippel James,Chief Financial Officer,2021-08-09,Option Exercise,106.59,"10,000","1,065,900","20,855",Aug 10 06:21 PM
Hippel James,Chief Financial Officer,2021-08-09,Sale,478.9,"10,000","4,788,992","10,855",Aug 10 06:21 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-08,Option Exercise,0.0,"1,374",0,"7,498",Aug 10 06:20 PM
Eansor Norman David,President-Protein Sciences,2021-08-08,Option Exercise,0.0,"2,537",0,"3,855",Aug 10 06:19 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-08-08,Option Exercise,0.0,"1,691",0,"1,691",Aug 10 06:21 PM
Hippel James,Chief Financial Officer,2021-08-08,Option Exercise,0.0,"3,383",0,"12,520",Aug 10 06:21 PM
Kummeth Charles R.,Chief Executive Officer,2021-08-06,Option Exercise,0.0,"16,918",0,"176,668",Aug 10 06:22 PM
Hippel James,Chief Financial Officer,2021-07-12,Option Exercise,106.59,"10,000","1,065,900","19,137",Jul 14 04:57 PM
Hippel James,Chief Financial Officer,2021-07-12,Sale,456.67,"10,000","4,566,663","9,137",Jul 14 04:57 PM
