Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Howley W Nicholas,Director,2022-07-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Jul 18 10:05 AM
Howley W Nicholas,Director,2022-07-15,Sale,540.70,"11,500","6,218,053","21,548",Jul 18 10:05 AM
Howley W Nicholas,Director,2022-06-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Jun 16 11:10 AM
Howley W Nicholas,Director,2022-06-15,Sale,539.63,"11,500","6,205,769","21,548",Jun 16 11:10 AM
SMALL ROBERT J,Director,2022-05-23,Buy,565.0,"28,453","16,075,814","2,415,931",May 23 08:42 PM
SMALL ROBERT J,Director,2022-05-19,Buy,544.09,"19,398","10,554,249","185,086",May 23 08:32 PM
Howley W Nicholas,Director,2022-05-16,Option Exercise,130.09,"11,500","1,496,035","33,048",May 17 04:14 PM
Howley W Nicholas,Director,2022-05-16,Sale,556.61,"11,500","6,401,027","21,548",May 17 04:14 PM
Howley W Nicholas,Director,2022-04-18,Option Exercise,130.09,"11,500","1,496,035","33,048",Apr 20 11:22 AM
Howley W Nicholas,Director,2022-04-18,Sale,631.75,"11,500","7,265,145","21,548",Apr 20 11:22 AM
Laubenthal Raymond F,Director,2022-03-22,Sale,670.0,"5,000","3,350,000","156,537",Mar 23 11:03 AM
Howley W Nicholas,Director,2022-03-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Mar 16 06:38 PM
Howley W Nicholas,Director,2022-03-15,Sale,632.64,"11,500","7,275,390","21,548",Mar 16 06:38 PM
Howley W Nicholas,Director,2022-02-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Feb 16 05:30 PM
Howley W Nicholas,Director,2022-02-15,Sale,646.42,"11,500","7,433,798","21,548",Feb 16 05:30 PM
Howley W Nicholas,Director,2022-01-18,Option Exercise,130.09,"11,500","1,496,035","33,048",Jan 19 04:19 PM
Howley W Nicholas,Director,2022-01-18,Sale,630.77,"11,500","7,253,834","21,548",Jan 19 04:19 PM
Howley W Nicholas,Director,2021-12-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Dec 17 10:11 AM
Howley W Nicholas,Director,2021-12-15,Sale,571.72,"11,500","6,574,767","21,548",Dec 17 10:11 AM
Staer John,Director,2021-12-02,Buy,578.32,13,"7,518",26,Dec 02 03:31 PM
CRONIN JANE M.,Director,2021-11-19,Buy,634.27,300,"190,281",330,Nov 19 12:43 PM
Stein Kevin M,President & CEO,2021-11-18,Option Exercise,191.79,"40,000","7,671,600","41,347",Nov 22 09:55 AM
Stein Kevin M,President & CEO,2021-11-18,Sale,661.47,"40,000","26,458,676","1,347",Nov 22 09:55 AM
Howley W Nicholas,Director,2021-11-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Nov 17 03:02 PM
Howley W Nicholas,Director,2021-11-15,Sale,649.14,"11,500","7,465,144","21,548",Nov 17 03:02 PM
Henderson Robert S,Exec.V.P.,2021-11-01,Option Exercise,191.79,"10,000","1,917,900","10,000",Nov 02 02:08 PM
Henderson Robert S,Exec.V.P.,2021-11-01,Sale,627.17,"10,000","6,271,666",0,Nov 02 02:08 PM
Howley W Nicholas,Director,2021-10-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Oct 18 04:28 PM
Howley W Nicholas,Director,2021-10-15,Sale,641.27,"11,500","7,374,589","21,548",Oct 18 04:28 PM
Howley W Nicholas,Director,2021-09-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Sep 17 10:13 AM
Howley W Nicholas,Director,2021-09-15,Sale,608.24,"11,500","6,994,743","21,548",Sep 17 10:13 AM
Lisman Michael,Chief Financial Officer,2021-09-07,Buy,591.19,850,"502,515","2,309",Sep 09 10:15 AM
Howley W Nicholas,Director,2021-08-16,Option Exercise,130.09,"11,500","1,496,035","33,048",Aug 16 02:26 PM
Howley W Nicholas,Director,2021-08-16,Sale,601.55,"11,500","6,917,794","21,548",Aug 16 02:26 PM
Henderson Robert S,Exec.V.P.,2021-08-02,Option Exercise,191.79,"10,000","1,917,900","10,000",Aug 03 12:20 PM
Henderson Robert S,Exec.V.P.,2021-08-02,Sale,643.99,"10,000","6,439,928",0,Aug 03 12:20 PM
Howley W Nicholas,Exec. Chairman of the Board,2021-07-15,Option Exercise,130.09,"11,500","1,496,035","33,048",Jul 16 01:57 PM
Howley W Nicholas,Exec. Chairman of the Board,2021-07-15,Sale,639.34,"11,500","7,352,411","21,548",Jul 16 01:57 PM
Henderson Robert S,Exec.V.P.,2021-07-01,Option Exercise,191.79,"10,000","1,917,900","10,000",Jul 02 01:22 PM
Henderson Robert S,Exec.V.P.,2021-07-01,Sale,654.67,"10,000","6,546,653",0,Jul 02 01:22 PM
