Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Wallace Noel R.,"Chairman, President & CEO",2022-06-06,Option Exercise,72.99,"50,000","3,649,500","271,790",Jun 08 04:30 PM
Wallace Noel R.,"Chairman, President & CEO",2022-06-06,Sale,79.34,"50,000","3,966,905","221,790",Jun 08 04:30 PM
Kooyman John W,Chief of Staff,2022-05-16,Option Exercise,72.99,"19,683","1,436,662","26,690",May 18 04:27 PM
Shotts Philip G.,Vice President and Controller,2022-05-16,Option Exercise,72.99,"10,000","729,900","56,094",May 18 04:29 PM
Kooyman John W,Chief of Staff,2022-05-16,Sale,78.49,"19,683","1,544,990","7,007",May 18 04:27 PM
Shotts Philip G.,Vice President and Controller,2022-05-16,Sale,78.52,"10,000","785,190","46,094",May 18 04:29 PM
Kooyman John W,Chief of Staff,2022-05-11,Sale,77.06,"2,600","200,345","6,972",May 12 04:49 PM
Daniels Jennifer,CLO and Secretary,2022-02-18,Sale,79.25,"8,812","698,354","48,123",Feb 22 04:34 PM
Kooyman John W,Chief of Staff,2022-02-18,Sale,79.22,"3,023","239,488","9,572",Feb 22 04:34 PM
Massey Sally,Chief Human Resources Officer,2022-02-18,Sale,79.17,"1,624","128,570","8,514",Feb 22 04:35 PM
Shotts Philip G.,Vice President and Controller,2022-02-18,Sale,79.19,"2,461","194,898","46,084",Feb 22 04:35 PM
Verduin Patricia,Chief Technology Officer,2022-02-18,Sale,79.28,"6,306","499,913","60,246",Feb 22 04:35 PM
Wallace Noel R.,"Chairman, President & CEO",2022-02-18,Sale,79.33,"38,583","3,060,824","221,625",Feb 22 04:34 PM
BILBREY JOHN P,Director,2022-02-14,Option Exercise,71.76,"5,389","386,715","26,766",Feb 15 05:29 PM
BILBREY JOHN P,Director,2022-02-14,Sale,78.66,"4,917","386,773","21,849",Feb 15 05:29 PM
Tsourapas Panagiotis,"Grp Pres, Eur& Developing Mkts",2022-02-09,Option Exercise,72.99,"25,000","1,824,750","31,701",Feb 11 04:21 PM
Tsourapas Panagiotis,"Grp Pres, Eur& Developing Mkts",2022-02-09,Sale,81.0,"25,000","2,025,000","6,701",Feb 11 04:21 PM
CAHILL JOHN T,Director,2022-02-03,Option Exercise,71.76,"5,389","386,715","29,050",Feb 04 04:43 PM
Daniels Jennifer,CLO and Secretary,2022-02-03,Option Exercise,72.99,"40,580","2,961,934","80,679",Feb 04 04:44 PM
Daniels Jennifer,CLO and Secretary,2022-02-03,Sale,82.93,"40,580","3,365,239","40,099",Feb 04 04:44 PM
CAHILL JOHN T,Director,2022-02-03,Sale,83.16,"5,389","448,128","23,661",Feb 04 04:43 PM
Verduin Patricia,Chief Technology Officer,2022-02-02,Option Exercise,72.99,"51,194","3,736,650","105,247",Feb 04 04:43 PM
POLK MICHAEL B,Director,2022-02-02,Option Exercise,71.76,"5,389","386,715","25,803",Feb 04 04:43 PM
HARRIS C MARTIN,Director,2022-02-02,Option Exercise,71.76,"4,491","322,274","19,141",Feb 04 04:42 PM
NORRINGTON LORRIE M,Director,2022-02-02,Option Exercise,71.76,"5,389","386,715","28,883",Feb 04 04:42 PM
SADOVE STEPHEN I,Director,2022-02-02,Option Exercise,71.76,"5,389","386,715","16,904",Feb 04 04:42 PM
SADOVE STEPHEN I,Director,2022-02-02,Sale,82.66,"5,389","445,448","11,515",Feb 04 04:42 PM
NORRINGTON LORRIE M,Director,2022-02-02,Sale,82.75,"5,389","445,953","23,494",Feb 04 04:42 PM
HARRIS C MARTIN,Director,2022-02-02,Sale,82.76,"4,491","371,675","14,650",Feb 04 04:42 PM
POLK MICHAEL B,Director,2022-02-02,Sale,82.74,"4,681","387,312","21,122",Feb 04 04:43 PM
Verduin Patricia,Chief Technology Officer,2022-02-02,Sale,82.39,"51,194","4,217,930","54,053",Feb 04 04:43 PM
Kooyman John W,Chief of Staff,2021-11-08,Sale,77.14,576,"44,436","6,934",Nov 09 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-05,Option Exercise,68.98,"100,000","6,898,000","339,699",Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-05,Sale,77.4,"100,000","7,739,520","239,699",Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-04,Option Exercise,68.98,"152,809","10,540,765","384,899",Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-04,Sale,77.18,"145,200","11,206,681","239,699",Nov 08 04:29 PM
Massey Sally,Chief Human Resources Officer,2021-09-14,Sale,77.18,610,"47,079","7,321",Sep 15 04:57 PM
Kooyman John W,Chief of Staff,2021-09-14,Sale,77.18,635,"49,008","7,510",Sep 15 04:57 PM
Shotts Philip G.,Vice President and Controller,2021-08-16,Option Exercise,61.93,"12,737","788,802","56,001",Aug 18 05:01 PM
Shotts Philip G.,Vice President and Controller,2021-08-16,Sale,79.95,"12,737","1,018,323","43,264",Aug 18 05:01 PM
Daniels Jennifer,CLO and Secretary,2021-08-05,Option Exercise,72.99,"20,290","1,480,967","60,647",Aug 09 05:06 PM
Daniels Jennifer,CLO and Secretary,2021-08-05,Sale,79.11,"20,290","1,605,136","40,357",Aug 09 05:06 PM
NORRINGTON LORRIE M,Director,2021-08-04,Option Exercise,67.48,"1,898","128,077","24,602",Aug 06 06:35 PM
NORRINGTON LORRIE M,Director,2021-08-04,Sale,78.02,"1,898","148,083","22,704",Aug 06 06:35 PM
