Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Zacka Michael J,"PRESIDENT, AMCOR FLEX EUROPE",2022-05-31,Sale,13.16,"33,500","440,826","172,270",Jun 02 12:25 PM
Zacka Michael J,"PRESIDENT, AMCOR FLEX EUROPE",2022-05-09,Option Exercise,11.15,"950,135","10,593,915","975,286",May 11 01:11 PM
Zacka Michael J,"PRESIDENT, AMCOR FLEX EUROPE",2022-05-09,Sale,12.66,"846,507","10,713,393","112,348",May 11 01:11 PM
SORRELLS JULIE MARIE,V.P. & CORPORATE CONTROLLER,2022-05-06,Option Exercise,11.16,"2,283","25,478","38,016",May 10 11:01 AM
Wilson Ian,EXECUTIVE VICE PRESIDENT,2022-05-06,Option Exercise,10.65,"54,060","575,739","204,198",May 10 11:06 AM
Wilson Ian,EXECUTIVE VICE PRESIDENT,2022-05-06,Sale,12.64,"54,060","683,589","150,138",May 10 11:06 AM
SORRELLS JULIE MARIE,V.P. & CORPORATE CONTROLLER,2022-05-06,Sale,12.55,"17,283","216,946","20,733",May 10 11:01 AM
Zacka Michael J,"President, Amcor Flex Europe",2021-12-06,Sale,11.61,"90,000","1,045,080","102,142",Dec 08 04:45 PM
Zacka Michael J,"President, Amcor Flex Europe",2021-11-24,Sale,11.71,139,"1,628","192,142",Nov 29 03:29 PM
Zacka Michael J,"President, Amcor Flex Europe",2021-11-22,Option Exercise,11.05,"160,153","1,769,691","340,017",Nov 24 09:07 AM
Zacka Michael J,"President, Amcor Flex Europe",2021-11-22,Sale,12.02,"147,736","1,775,920","192,281",Nov 24 09:07 AM
Delia Ronald Stephen,Chief Executive Officer,2021-09-09,Option Exercise,11.16,"1,606,239","17,925,627","3,045,726",Sep 10 04:31 PM
Delia Ronald Stephen,Chief Executive Officer,2021-09-09,Sale,12.18,"1,591,380","19,386,538","1,454,346",Sep 10 04:31 PM
Roegner Eric V,"President,Amcor Rigid Plastics",2021-09-08,Option Exercise,11.16,"303,000","3,381,480","452,135",Sep 20 02:11 PM
Roegner Eric V,"President,Amcor Rigid Plastics",2021-09-08,Sale,12.3,"303,000","3,726,900","149,135",Sep 20 02:11 PM
Roegner Eric V,"President,Amcor Rigid Plastics",2021-09-02,Sale,12.66,"3,287","41,610","149,135",Sep 07 03:20 PM
SORRELLS JULIE MARIE,V.P. & Corporate Controller,2021-09-02,Sale,12.66,124,"1,570","35,733",Sep 07 03:18 PM
Zacka Michael J,"President, Amcor Flex Europe",2021-09-02,Sale,12.66,"8,440","106,841","179,864",Sep 07 03:36 PM
Casamento Michael,"Executive VP, Finance & CFO",2021-08-26,Option Exercise,11.14,"739,136","8,234,947","1,010,352",Aug 30 02:39 PM
Casamento Michael,"Executive VP, Finance & CFO",2021-08-26,Sale,12.7,"659,300","8,372,451","351,052",Aug 30 02:39 PM
Zacka Michael J,"President, Amcor Flex Europe",2021-08-20,Sale,12.33,"73,000","900,090","162,881",Aug 24 02:54 PM
