Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Allnutt Lauren E,EVP & Controller,2022-03-10,Sale,105.61,393,"41,505","4,534",Mar 14 05:28 PM
Tyler Jason J.,EVP & Chief Financial Officer,2022-01-31,Option Exercise,43.65,"3,437","150,025","25,222",Feb 02 05:19 PM
Tyler Jason J.,EVP & Chief Financial Officer,2022-01-31,Sale,115.6,"1,936","223,802","23,286",Feb 02 05:19 PM
O'Grady Michael,"Chairman, President and CEO",2021-12-09,Option Exercise,43.65,"48,110","2,100,002","103,802",Dec 10 06:14 PM
South Thomas A,Executive Vice President,2021-12-09,Sale,118.22,"2,000","236,440","20,621",Dec 10 06:14 PM
O'Grady Michael,"Chairman, President and CEO",2021-12-09,Sale,119.03,"48,110","5,726,533","55,692",Dec 10 06:14 PM
St Clair Joyce,Executive Vice President,2021-11-03,Sale,125.0,"9,395","1,174,375","31,652",Nov 05 05:48 PM
Parker Teresa,Executive Vice President,2021-10-22,Sale,125.22,"4,000","500,880","51,052",Oct 26 05:29 PM
Cherecwich Peter,President/C&IS,2021-10-22,Sale,126.24,"11,915","1,504,185",0,Oct 26 05:28 PM
St Clair Joyce,Executive Vice President,2021-08-11,Option Exercise,79.56,"49,871","3,967,899","66,285",Aug 13 05:32 PM
St Clair Joyce,Executive Vice President,2021-08-11,Sale,116.0,"49,871","5,785,036","16,414",Aug 13 05:32 PM
Thomas Shundrawn A,President / Asset Management,2021-07-27,Option Exercise,58.25,"5,000","291,250","56,662",Jul 28 05:45 PM
Thomas Shundrawn A,President / Asset Management,2021-07-27,Sale,112.47,"5,000","562,350","51,662",Jul 28 05:45 PM
