Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Winnefeld James A Jr,Director,2022-04-27,Buy,99.0,200,"19,800","7,700",Apr 27 05:05 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2022-02-28,Option Exercise,83.58,"13,814","1,154,574","81,204",Mar 01 05:10 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2022-02-28,Sale,101.45,"7,443","755,095","73,761",Mar 01 05:10 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2022-02-25,Option Exercise,83.58,"13,000","1,086,540","85,390",Mar 01 05:10 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2022-02-25,Sale,97.74,"6,883","672,739","78,507",Mar 01 05:10 PM
Atkinson Tracy A,Director,2022-02-18,Sale,93.63,"5,340","499,992","6,880",Feb 22 05:03 PM
Kremer Wesley D,"President, RMD",2022-02-17,Sale,93.92,"15,083","1,416,656","73,519",Feb 17 05:16 PM
Johnson Amy L,Corporate VP and Controller,2022-02-05,Option Exercise,0.0,"3,488",0,"7,549",Feb 08 05:40 PM
Maharajh Ramsaran,EVP and General Counsel,2022-02-05,Option Exercise,0.0,"4,120",0,"6,392",Feb 08 05:41 PM
Mitchill Neil G. JR,"EVP, Chief Financial Officer",2022-02-05,Option Exercise,0.0,"25,333",0,"39,946",Feb 08 05:41 PM
Timm Stephen J.,"President, Collins Aerospace",2022-02-05,Option Exercise,0.0,"4,495",0,"7,526",Feb 08 05:41 PM
Williams Dantaya M,EVP & Chief HR Officer,2022-02-05,Option Exercise,0.0,"2,485",0,"8,840",Feb 08 05:41 PM
Ortberg Robert Kelly,Director,2022-02-05,Option Exercise,0.0,"53,083",0,"155,598",Feb 08 05:41 PM
Calio Christopher T.,"President, P&W",2022-02-05,Option Exercise,0.0,"42,016",0,"59,279",Feb 08 05:40 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2022-02-05,Option Exercise,0.0,"41,456",0,"88,830",Feb 08 05:40 PM
HAYES GREGORY,Chairman and CEO,2022-02-05,Option Exercise,0.0,"114,320",0,"443,896",Feb 08 05:40 PM
DaSilva Kevin G,Corporate VP and Treasurer,2022-01-30,Option Exercise,0.0,"6,787",0,"48,252",Feb 01 05:08 PM
Kremer Wesley D,"President, RMD",2022-01-30,Option Exercise,0.0,"23,348",0,"96,867",Feb 01 05:09 PM
Azevedo Roy,"President, RIS",2022-01-30,Option Exercise,0.0,"18,923",0,"65,565",Feb 01 05:09 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2021-11-05,Sale,90.54,"3,000","271,623","47,374",Nov 09 06:11 PM
Williams Dantaya M,EVP & Chief HR Officer,2021-10-01,Option Exercise,0.0,945,0,"6,778",Oct 06 11:47 AM
HAYES GREGORY,Chairman and CEO,2021-09-30,Option Exercise,0.0,"3,291",0,"332,867",Oct 04 05:26 PM
Dumais Michael R,"EVP,Chf Transformation Officer",2021-09-30,Option Exercise,0.0,763,0,"51,137",Oct 04 05:26 PM
Ortberg Robert Kelly,Director,2021-09-01,Option Exercise,0.0,"172,598",0,"231,732",Sep 02 05:03 PM
Kremer Wesley D,"President, RMD",2021-08-04,Sale,86.82,"5,512","478,555","73,519",Aug 05 05:36 PM
Ortberg Robert Kelly,Director,2021-07-15,Sale,85.1,"60,000","5,106,229","59,134",Jul 19 05:03 PM
