Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
SALEM PAUL J,Director,2022-06-13,Buy,28.92,"34,500","997,695","1,555,000",Jun 13 07:22 PM
SALEM PAUL J,Director,2022-05-25,Buy,31.25,"3,500","109,370","1,520,500",May 27 05:43 PM
Swartz Janet,Director,2022-05-04,Option Exercise,0.0,"4,499",0,"26,486",May 06 05:01 PM
TAYLOR DANIEL J,Director,2022-05-04,Option Exercise,0.0,"4,499",0,"4,499",May 06 05:02 PM
Mckinney-James Rose,Director,2022-05-04,Option Exercise,0.0,"1,350",0,"11,481",May 06 04:54 PM
HERMAN ALEXIS,Director,2022-05-04,Option Exercise,0.0,"4,499",0,"4,499",May 06 04:49 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-04-21,Sale,44.14,796,"35,134","290,273",Apr 22 05:23 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2022-04-20,Sale,43.0,"10,000","430,000","132,603",Apr 22 05:27 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-04-20,Sale,44.0,100,"4,400","291,069",Apr 22 05:23 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-04-04,Sale,42.44,"17,034","722,894","291,169",Apr 05 04:55 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-04-01,Option Exercise,0.0,"8,855",0,"324,655",Apr 05 04:55 PM
McManus John,EVP GENERAL COUNSEL AND SECY,2022-04-01,Option Exercise,0.0,"6,529",0,"63,498",Apr 05 04:46 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2022-04-01,Option Exercise,0.0,"301,436",0,"350,410",Apr 05 04:44 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-04-01,Sale,41.85,"12,966","542,650","308,203",Apr 05 04:55 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2022-02-27,Option Exercise,0.0,"4,605",0,"61,936",Mar 01 05:49 PM
HERMAN ALEXIS,Director,2022-02-23,Sale,43.62,"3,250","141,765","8,194",Feb 23 05:22 PM
JAMMET MARY CHRIS,Director,2022-02-22,Sale,43.24,"8,440","364,946","11,256",Feb 23 05:19 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2022-02-21,Option Exercise,0.0,"3,125",0,"58,488",Feb 23 05:13 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-02-21,Option Exercise,0.0,"2,790",0,"314,245",Feb 23 05:15 PM
Swartz Janet,Director,2022-02-17,Buy,44.13,"5,628","248,387","5,628",Feb 18 04:52 PM
Meister Keith A.,Director,2022-02-14,Sale,45.0,"4,500,000","202,500,000","6,673,778",Feb 15 06:00 PM
Halkyard Jonathan S,CHIEF FINANCIAL OFFICER,2022-02-01,Option Exercise,0.0,"7,689",0,"7,689",Feb 03 05:11 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2022-01-03,Sale,45.01,"40,000","1,800,432","311,455",Jan 04 09:25 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2022-01-03,Sale,44.97,"60,000","2,697,978","182,603",Jan 04 09:24 PM
Meinert Todd,SVP & Chief Accounting Officer,2021-11-14,Option Exercise,0.0,"1,578",0,"8,496",Nov 16 07:55 PM
McManus John,EVP GENERAL COUNSEL AND SECY,2021-11-14,Option Exercise,0.0,"3,207",0,"58,084",Nov 16 07:54 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2021-11-14,Option Exercise,0.0,"8,019",0,"163,759",Nov 16 07:53 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-11-14,Option Exercise,0.0,"8,019",0,"354,611",Nov 16 07:56 PM
McManus John,EVP GENERAL COUNSEL AND SECY,2021-11-08,Sale,50.04,"7,000","350,260","54,877",Nov 09 05:53 PM
Meinert Todd,SVP & Chief Accounting Officer,2021-11-08,Sale,50.14,"6,000","300,840","6,918",Nov 09 05:54 PM
HERMAN ALEXIS,Director,2021-11-08,Sale,50.67,"3,200","162,134","11,444",Nov 09 05:14 PM
Meinert Todd,SVP & Chief Accounting Officer,2021-10-19,Option Exercise,0.0,"1,917",0,"13,386",Oct 21 07:30 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-10-19,Option Exercise,0.0,"10,713",0,"299,999",Oct 21 07:29 PM
McManus John,EVP GENERAL COUNSEL AND SECY,2021-10-19,Option Exercise,0.0,"4,869",0,"40,700",Oct 21 07:26 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2021-10-19,Option Exercise,0.0,"10,713",0,"109,147",Oct 21 07:24 PM
Meinert Todd,SVP & Chief Accounting Officer,2021-10-07,Option Exercise,0.0,"1,841",0,"11,918",Oct 12 04:14 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-10-01,Sale,44.15,"40,000","1,766,164","289,286",Oct 04 06:00 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2021-10-01,Sale,43.78,"60,000","2,626,740","137,363",Oct 04 05:55 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-09-23,Sale,44.0,"10,000","440,000","329,286",Sep 24 05:21 PM
HORNBUCKLE WILLIAM,CEO AND PRESIDENT,2021-09-23,Sale,44.0,"10,000","440,000","47,884",Sep 24 05:19 PM
McManus John,EVP GENERAL COUNSEL AND SECY,2021-08-27,Sale,43.35,"10,000","433,467","35,831",Aug 27 07:24 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-08-25,Sale,42.0,"20,000","840,000","339,286",Aug 25 05:08 PM
HERMAN ALEXIS,Director,2021-08-25,Sale,41.95,"2,500","104,862","14,644",Aug 25 07:50 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-08-24,Sale,40.0,"10,000","400,000","359,286",Aug 25 05:08 PM
SANDERS COREY IAN,CHIEF OPERATING OFFICER,2021-08-18,Option Exercise,0.0,"20,292",0,"377,272",Aug 20 05:06 PM
