Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Martens Robert C.,SVP Chief Innovation & Design,2022-06-06,Sale,112.07,"2,150","240,961","5,433",Jun 08 04:17 PM
Eckersley Timothy P,Sr. VP-Allegion International,2022-06-03,Sale,111.32,"2,046","227,751","34,284",Jun 06 04:21 PM
Kemp Tracy L,SVP-Chief Info. & Digital Ofr.,2022-05-09,Sale,112.55,"2,544","286,327","10,379",May 11 04:24 PM
Braun Jeffrey N,SVP and GC,2022-05-05,Sale,114.02,"2,186","249,248","12,988",May 09 04:20 PM
Eckersley Timothy P,Sr. VP-Allegion International,2021-11-18,Option Exercise,71.83,"2,500","179,587","36,573",Nov 22 04:15 PM
Eckersley Timothy P,Sr. VP-Allegion International,2021-11-18,Sale,136.95,"2,500","342,375","34,073",Nov 22 04:15 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-11-12,Sale,135.0,"2,841","383,535","51,141",Nov 16 04:16 PM
Ranck Douglas P,"VP, Controller & CAO",2021-11-02,Sale,131.62,"2,000","263,236","2,535",Nov 04 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-26,Option Exercise,56.53,"16,247","918,433","84,417",Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-26,Sale,131.19,"16,247","2,131,444","68,170",Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-25,Option Exercise,54.12,"3,826","207,082","71,996",Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-25,Sale,131.5,"3,826","503,106","68,170",Oct 27 04:16 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-09-27,Sale,137.54,"2,841","390,738","53,982",Sep 29 04:18 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-09-02,Sale,147.0,"68,190","10,023,930","56,823",Sep 03 04:16 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-08-25,Sale,141.29,"2,841","401,391","125,013",Aug 27 04:18 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-07-26,Sale,139.28,"2,841","395,685","127,854",Jul 28 04:18 PM
