Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Weidemanis Joakim,Executive Vice President,2022-07-25,Sale,271.13,"12,000","3,253,574","74,398",Jul 26 05:03 PM
LOHR WALTER G,Director,2022-07-22,Option Exercise,38.64,"4,548","175,735","16,663",Jul 25 05:04 PM
LOHR WALTER G,Director,2022-07-22,Sale,273.84,"3,906","1,069,619","12,115",Jul 25 05:04 PM
SCHWIETERS JOHN T,Director,2022-07-13,Option Exercise,38.64,"4,548","175,735","18,663",Jul 14 05:02 PM
RALES MITCHELL P,Chairman of Exec. Committee,2022-05-16,Buy,247.89,200,"49,578","3,256",May 17 04:20 PM
Weidemanis Joakim,Executive Vice President,2022-04-25,Sale,255.74,"6,500","1,662,278","86,398",Apr 27 05:05 PM
Ellis Brian W,Senior Vice President - GC,2022-02-02,Sale,293.99,"5,365","1,577,248","12,374",Feb 03 05:06 PM
Weidemanis Joakim,Executive Vice President,2022-01-31,Option Exercise,46.13,"20,508","946,034","84,351",Feb 02 05:04 PM
Weidemanis Joakim,Executive Vice President,2022-01-31,Sale,285.24,"20,508","5,849,753","63,843",Feb 02 05:04 PM
Raskas Daniel,SVP - Corporate Development,2021-11-30,Option Exercise,46.13,"12,294","567,122","34,538",Dec 01 05:02 PM
Raskas Daniel,SVP - Corporate Development,2021-11-30,Sale,326.0,"12,294","4,007,844","22,244",Dec 01 05:02 PM
Lalor Angela S,"SVP, Human Resources",2021-11-29,Option Exercise,65.83,"37,513","2,469,481","68,450",Nov 30 05:10 PM
Zerhouni Elias A.,Director,2021-11-29,Sale,328.42,"3,409","1,119,594","25,139",Nov 30 05:13 PM
Lalor Angela S,"SVP, Human Resources",2021-11-29,Sale,327.0,"37,513","12,266,751","30,937",Nov 30 05:10 PM
Raskas Daniel,SVP - Corporate Development,2021-11-26,Option Exercise,46.13,"12,300","567,399","34,850",Nov 30 05:01 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-11-26,Sale,325.5,"2,589","842,720","6,811",Nov 30 05:06 PM
Raskas Daniel,SVP - Corporate Development,2021-11-26,Sale,325.33,"12,300","4,001,522","22,550",Nov 30 05:01 PM
HEFNER LINDA P,Director,2021-11-18,Option Exercise,43.92,"8,038","353,027","52,024",Nov 19 05:01 PM
HEFNER LINDA P,Director,2021-11-18,Sale,308.85,"4,548","1,404,627","47,476",Nov 19 05:01 PM
HEFNER LINDA P,Director,2021-11-11,Sale,303.72,"2,185","663,628","43,986",Nov 12 07:43 AM
Weidemanis Joakim,Executive Vice President,2021-11-10,Sale,297.55,"5,000","1,487,750","65,720",Nov 12 07:40 AM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-04,Sale,305.99,"194,257","59,440,699",0,Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-04,Sale,305.85,"343,862","105,169,373","1,181,366",Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-03,Sale,307.35,"343,861","105,686,760","1,525,228",Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-02,Sale,312.94,"343,861","107,609,073","1,869,089",Nov 04 06:42 PM
LUTZ ROBERT S,SVP-Chief Accounting Officer,2021-08-13,Option Exercise,57.9,"5,000","289,500","21,155",Aug 17 05:22 PM
LUTZ ROBERT S,SVP-Chief Accounting Officer,2021-08-13,Sale,313.4,"5,000","1,567,001","16,155",Aug 17 05:22 PM
Weidemanis Joakim,Executive Vice President,2021-07-30,Sale,298.93,"6,700","2,002,818","70,720",Aug 02 05:03 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-07-28,Option Exercise,46.13,"12,310","567,860","16,236",Jul 29 05:02 PM
Ellis Brian W,SVP and General Counsel,2021-07-28,Option Exercise,65.95,"12,000","791,400","33,334",Jul 29 05:07 PM
Ellis Brian W,SVP and General Counsel,2021-07-28,Sale,291.0,"12,000","3,492,000","21,334",Jul 29 05:07 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-07-28,Sale,293.4,"12,310","3,611,782","9,400",Jul 29 05:02 PM
Weidemanis Joakim,Executive Vice President,2021-07-27,Option Exercise,40.45,"9,467","382,940","86,887",Jul 28 05:04 PM
Weidemanis Joakim,Executive Vice President,2021-07-27,Sale,289.45,"16,467","4,766,435","77,420",Jul 28 05:04 PM
HEFNER LINDA P,Director,2021-07-26,Option Exercise,38.12,"4,350","165,822","46,430",Jul 28 05:03 PM
