Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-07-20,Sale,70.76,"146,153","10,342,459","57,024,144",Jul 20 05:33 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-07-11,Sale,72.68,"146,153","10,622,561","57,170,297",Jul 11 05:22 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-06-21,Sale,70.61,"146,153","10,320,287","57,316,450",Jun 21 01:53 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-06-10,Sale,69.26,"146,153","10,122,250","57,462,603",Jun 10 05:36 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-05-20,Sale,66.92,"146,153","9,780,500","57,608,756",May 20 04:31 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-05-10,Sale,74.06,"146,153","10,824,486","57,754,909",May 11 12:00 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-04-20,Sale,68.4,"146,153","9,996,661","57,901,062",Apr 20 03:50 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-04-11,Sale,67.91,"146,153","9,925,557","58,047,215",Apr 12 04:20 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-03-21,Sale,61.02,"146,153","8,917,935","58,193,368",Mar 22 03:03 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-03-10,Sale,61.26,"146,153","8,952,777","58,339,521",Mar 11 04:56 PM
AMAYA NICOLAS,Senior Vice President,2022-03-04,Option Exercise,0.0,"6,596",0,"13,903",Mar 08 04:25 PM
Hirst Alistair D,Senior Vice President,2022-02-23,Sale,66.52,"12,454","828,491","43,886",Feb 23 05:11 PM
HOOD CHRISTOPHER M,Senior Vice President,2022-02-23,Sale,66.53,"7,575","503,944","40,597",Feb 23 05:11 PM
PILNICK GARY H,Vice Chairman,2022-02-23,Sale,66.53,"14,506","965,077","20,998",Feb 23 05:12 PM
BANATI AMIT,SVP & Chief Financial Officer,2022-02-23,Sale,66.53,"11,054","735,387","46,722",Feb 23 05:12 PM
BANATI AMIT,SVP & Chief Financial Officer,2022-02-22,Option Exercise,0.0,"3,069",0,"59,150",Feb 23 05:12 PM
McGurk Monica Houle,Senior Vice President,2022-02-22,Option Exercise,0.0,"1,975",0,"21,570",Feb 23 05:12 PM
Howell Melissa A,Senior Vice President,2022-02-22,Option Exercise,0.0,"2,824",0,"33,665",Feb 23 05:11 PM
PILNICK GARY H,Vice Chairman,2022-02-22,Option Exercise,0.0,"4,118",0,"37,234",Feb 23 05:12 PM
HOOD CHRISTOPHER M,Senior Vice President,2022-02-22,Option Exercise,0.0,"4,330",0,"50,137",Feb 23 05:11 PM
LAWLOR DAVID,Senior Vice President,2022-02-22,Option Exercise,0.0,"2,165",0,"18,436",Feb 23 05:12 PM
FORCHE KURT D,VP-Corporate Controller,2022-02-22,Option Exercise,0.0,770,0,"5,135",Feb 23 05:12 PM
AMAYA NICOLAS,Senior Vice President,2022-02-22,Option Exercise,0.0,"3,683",0,"8,456",Feb 23 05:12 PM
Hirst Alistair D,Senior Vice President,2022-02-22,Option Exercise,0.0,"3,036",0,"57,616",Feb 23 05:11 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2022-02-22,Sale,66.08,"146,163","9,658,115","58,485,674",Feb 22 06:22 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-11-22,Sale,62.7,"83,334","5,225,325","58,631,837",Nov 22 05:01 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-11-10,Sale,63.22,"83,333","5,268,071","58,715,171",Nov 10 05:11 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-10-20,Sale,61.91,"83,334","5,158,900","58,798,504",Oct 20 03:18 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-10-11,Sale,62.73,"83,333","5,227,862","58,881,838",Oct 12 05:49 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-09-20,Sale,63.43,"83,334","5,286,076","58,965,171",Sep 20 04:23 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-09-10,Sale,62.61,"83,333","5,217,296","59,048,505",Sep 10 03:34 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-08-20,Sale,66.38,"83,332","5,531,878","59,131,838",Aug 23 11:10 AM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-08-10,Sale,63.79,"83,331","5,315,568","59,215,170",Aug 10 05:14 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-07-20,Sale,64.9,"83,334","5,407,993","59,298,501",Jul 20 03:50 PM
KELLOGG W K FOUNDATION TRUST,10% Owner,2021-07-12,Sale,63.79,"83,333","5,316,079","59,381,835",Jul 13 12:24 PM
