Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Behr Allen C,Executive Vice President,2022-07-26,Sale,122.57,"4,353","533,542","59,734",Jul 27 12:50 PM
Behr Allen C,Executive Vice President,2022-07-25,Sale,122.17,"3,407","416,233","64,087",Jul 26 12:42 PM
Topalian Leon J,President and CEO,2022-06-17,Option Exercise,48.0,"28,768","1,380,864","184,577",Jun 21 03:11 PM
Topalian Leon J,President and CEO,2022-06-17,Sale,112.61,"48,768","5,491,919","135,809",Jun 21 03:11 PM
Needham Daniel R.,Executive Vice President,2022-04-26,Sale,160.0,"4,000","640,000","46,994",Apr 27 01:52 PM
Keller Michael D,Vice Pres. and Corp. Contro,2022-03-25,Sale,154.58,"3,600","556,474","26,134",Mar 28 01:28 PM
Utermark D. Chad,Executive Vice President,2022-03-24,Sale,152.87,"2,945","450,196","176,098",Mar 25 11:18 AM
QUERY KENNETH REX,Executive Vice President,2022-03-24,Sale,153.69,"4,000","614,742","61,957",Mar 25 11:15 AM
Topalian Leon J,President and CEO,2022-03-23,Option Exercise,65.8,"16,589","1,091,556","135,533",Mar 24 01:34 PM
Topalian Leon J,President and CEO,2022-03-23,Sale,148.28,"16,589","2,459,734","118,944",Mar 24 01:34 PM
SLATE MARYEMILY,Executive Vice President,2022-03-23,Sale,146.03,"4,436","647,805","58,816",Mar 24 01:32 PM
Behr Allen C,Executive Vice President,2022-03-21,Sale,143.4,"3,014","432,204","49,558",Mar 23 09:21 AM
Topalian Leon J,President and CEO,2021-12-17,Sale,115.62,"8,000","925,000","90,517",Dec 20 03:49 PM
Keller Michael D,Vice Pres. and Corp. Contro,2021-08-13,Sale,127.4,"3,431","437,109","25,919",Aug 16 02:53 PM
SLATE MARYEMILY,Executive Vice President,2021-08-12,Sale,123.0,"5,169","635,787","51,715",Aug 16 03:16 PM
Behr Allen C,Executive Vice President,2021-08-11,Sale,123.28,"6,103","752,370","42,688",Aug 12 12:55 PM
Frias James D,"CFO, Treasurer and EVP",2021-08-10,Option Exercise,48.28,"58,000","2,800,150","361,374",Aug 12 12:54 PM
Frias James D,"CFO, Treasurer and EVP",2021-08-10,Sale,112.09,"58,000","6,501,127","303,374",Aug 12 12:54 PM
QUERY KENNETH REX,Executive Vice President,2021-08-05,Sale,101.88,"3,792","386,311","57,839",Aug 09 01:31 PM
Sumoski David A,Chief Operating Officer,2021-08-04,Option Exercise,59.07,"47,581","2,810,610","192,609",Aug 05 02:38 PM
Sumoski David A,Chief Operating Officer,2021-08-04,Sale,105.8,"47,581","5,033,879","145,028",Aug 05 02:38 PM
Utermark D. Chad,Executive Vice President,2021-08-03,Option Exercise,59.07,"47,581","2,810,610","207,251",Aug 04 10:58 AM
Utermark D. Chad,Executive Vice President,2021-08-03,Sale,105.15,"47,581","5,003,142","157,719",Aug 04 10:58 AM
Needham Daniel R.,Executive Vice President,2021-07-29,Sale,101.0,"3,171","320,271","40,816",Aug 02 01:14 PM
Topalian Leon J,President and CEO,2021-07-26,Sale,96.76,"12,000","1,161,073","99,382",Jul 28 08:47 AM
Frias James D,"CFO, Treasurer and EVP",2021-07-26,Sale,96.63,"5,736","554,276","308,374",Jul 28 08:46 AM
