Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
MCCOY DUSTAN E,Director,2022-05-31,Option Exercise,32.07,"10,000","320,700","142,600",Jun 02 05:30 PM
MCCOY DUSTAN E,Director,2022-05-31,Sale,39.24,"8,200","321,796","134,400",Jun 02 05:30 PM
GRANT HUGH,Director,2022-04-25,Buy,40.75,"12,300","501,225","15,776",Apr 26 05:26 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-03-04,Sale,49.97,170,"8,495","3,700",Mar 07 05:46 PM
QUIRK KATHLEEN L,President and CFO,2022-02-16,Option Exercise,18.98,"380,000","7,212,400","1,945,525",Feb 17 05:45 PM
QUIRK KATHLEEN L,President and CFO,2022-02-16,Sale,44.02,"80,000","3,521,664","1,607,288",Feb 17 05:45 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-02-09,Option Exercise,18.33,"44,000","806,730","118,837",Feb 11 05:31 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-02-09,Sale,43.44,"44,000","1,911,540","74,837",Feb 11 05:31 PM
QUIRK KATHLEEN L,EVP and CFO,2022-02-04,Option Exercise,24.08,"40,500","975,240","1,340,399",Feb 08 06:48 PM
QUIRK KATHLEEN L,EVP and CFO,2022-02-04,Sale,38.55,"40,500","1,561,137","1,299,899",Feb 08 06:48 PM
ADKERSON RICHARD C,Chairman of the Board & CEO,2021-12-06,Sale,36.71,"202,701","7,441,296","2,853,582",Dec 06 06:58 PM
ADKERSON RICHARD C,Chairman of the Board & CEO,2021-12-02,Option Exercise,15.04,"1,124,167","16,907,804","3,775,049",Dec 06 06:58 PM
Lance Ryan Michael,Director,2021-11-23,Buy,38.72,130,"5,034",145,Dec 03 05:17 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2021-11-08,Option Exercise,23.37,"67,000","1,565,870","126,837",Nov 09 05:14 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2021-11-08,Sale,39.1,"67,000","2,619,673","59,837",Nov 09 05:14 PM
