Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-07-28,Sale,400.00,794,"317,600","23,988",Jul 28 05:55 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-07-26,Sale,393.58,"2,711","1,066,995","26,089",Jul 28 05:54 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-07-24,Option Exercise,0.0,"1,572",0,"25,589",Jul 26 05:19 PM
NARAYEN SHANTANU,Chairman and CEO,2022-07-24,Option Exercise,0.0,"5,642",0,"421,669",Jul 26 05:19 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-07-24,Option Exercise,0.0,"1,334",0,"19,358",Jul 26 05:19 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-07-24,Option Exercise,0.0,"1,874",0,"29,059",Jul 26 05:18 PM
Chakravarthy Anil,"President, DX",2022-07-24,Option Exercise,0.0,603,0,"13,379",Jul 26 05:19 PM
Chen Gloria,"EVP, Chief People Officer",2022-07-24,Option Exercise,0.0,975,0,"18,225",Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-07-24,Option Exercise,0.0,137,0,"2,647",Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-07-22,Sale,409.75,132,"54,087","2,465",Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-06-15,Option Exercise,0.0,519,0,"2,703",Jun 16 04:33 PM
Wadhwani David,"President, Digital Media",2022-06-14,Option Exercise,0.0,"7,732",0,"7,732",Jun 16 04:31 PM
Chen Gloria,"EVP, Chief People Officer",2022-05-30,Option Exercise,0.0,224,0,"17,593",May 31 06:54 PM
Durn Daniel,EVP & CFO,2022-05-15,Option Exercise,0.0,"3,837",0,"5,772",May 16 05:50 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-05-02,Sale,400.0,793,"317,200","24,544",May 03 04:18 PM
WARNOCK JOHN E,Director,2022-04-26,Sale,404.3,"5,000","2,021,514","405,165",Apr 26 06:10 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-04-25,Sale,410.18,"2,710","1,111,588","27,917",Apr 26 06:10 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-04-24,Option Exercise,0.0,"1,872",0,"30,886",Apr 26 06:10 PM
Chakravarthy Anil,"President, DX",2022-04-24,Option Exercise,0.0,603,0,"13,017",Apr 26 06:11 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-04-24,Option Exercise,0.0,"1,570",0,"26,672",Apr 26 06:14 PM
NARAYEN SHANTANU,Chairman and CEO,2022-04-24,Option Exercise,0.0,"5,640",0,"418,823",Apr 26 06:14 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-04-24,Option Exercise,0.0,136,0,"2,263",Apr 26 06:11 PM
Chen Gloria,"EVP, Chief People Officer",2022-04-24,Option Exercise,0.0,974,0,"17,568",Apr 26 06:11 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-04-24,Option Exercise,0.0,"1,335",0,"18,633",Apr 26 06:12 PM
WARNOCK JOHN E,Director,2022-04-14,Option Exercise,0.0,615,0,"19,497",Apr 18 07:06 PM
Banse Amy,Director,2022-04-14,Option Exercise,0.0,615,0,"32,027",Apr 18 07:05 PM
Biggs M. Brett,Director,2022-04-14,Option Exercise,0.0,137,0,137,Apr 18 07:05 PM
Boulden Melanie,Director,2022-04-14,Option Exercise,0.0,615,0,924,Apr 18 07:05 PM
CALDERONI FRANK,Director,2022-04-14,Option Exercise,0.0,615,0,"29,676",Apr 18 07:05 PM
Desmond Laura,Director,2022-04-14,Option Exercise,0.0,615,0,"29,594",Apr 18 07:05 PM
Neumann Spencer Adam,Director,2022-04-14,Option Exercise,0.0,137,0,137,Apr 18 07:05 PM
Oberg Kathleen K.,Director,2022-04-14,Option Exercise,0.0,615,0,"2,209",Apr 18 07:05 PM
Pandey Dheeraj,Director,2022-04-14,Option Exercise,0.0,615,0,"2,879",Apr 18 07:05 PM
