Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lorig Brian,Executive Vice President,2022-07-29,Sale,375.00,29,"10,875","30,768",Aug 02 04:05 PM
Donzella Oreste,Executive Vice President,2022-07-14,Sale,320.0,96,"30,720","35,442",Jul 18 04:05 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2022-07-05,Sale,286.28,57,"16,318","1,229",Jul 07 04:05 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2022-07-05,Sale,286.28,57,"16,318",297,Jul 07 04:05 PM
Higgins Bren D.,EVP & Chief Financial Officer,2022-05-24,Sale,337.02,"1,020","343,760","64,257",May 26 04:05 PM
Donzella Oreste,Executive Vice President,2022-03-01,Sale,346.58,"1,772","614,140","38,505",Mar 03 04:07 PM
Higgins Bren D.,EVP & Chief Financial Officer,2022-02-22,Sale,355.06,"1,418","503,475","72,126",Feb 24 04:59 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-11-18,Sale,422.59,885,"373,992","79,586",Nov 22 05:52 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-11-18,Sale,422.59,"3,883","1,640,917","73,544",Nov 22 05:51 PM
Donzella Oreste,Executive Vice President,2021-11-02,Sale,381.04,590,"224,814","40,277",Nov 03 04:13 PM
Wilkinson Mary Beth,"EVP, CLO and Secretary",2021-09-22,Sale,359.13,"3,505","1,258,751",0,Sep 23 04:23 PM
Wilkinson Mary Beth,"EVP, CLO and Secretary",2021-09-21,Option Exercise,0.0,"5,522",0,"5,522",Sep 23 04:23 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-09-09,Sale,335.92,"6,617","2,222,783","6,827",Sep 13 04:21 PM
Donzella Oreste,Executive Vice President,2021-09-08,Sale,341.16,"1,129","385,170","6,357",Sep 10 04:23 PM
WALLACE RICHARD P,President and CEO,2021-08-10,Sale,343.74,"41,790","14,364,762","56,194",Aug 12 04:09 PM
Donzella Oreste,Executive Vice President,2021-08-09,Sale,352.98,"1,182","417,222","7,486",Aug 11 07:57 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-09,Sale,352.98,204,"72,008",297,Aug 11 07:56 PM
Lorig Brian,Executive Vice President,2021-08-09,Sale,352.98,510,"180,020","2,399",Aug 11 07:56 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-06,Option Exercise,0.0,405,0,702,Aug 11 07:25 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-06,Option Exercise,0.0,"2,024",0,"14,448",Aug 11 07:24 PM
WALLACE RICHARD P,President and CEO,2021-08-06,Option Exercise,0.0,"4,587",0,"100,259",Aug 11 07:25 PM
