Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Riggs R. Lane,President & COO,2022-05-27,Option Exercise,48.56,"2,667","129,523","272,672",May 27 05:39 PM
Riggs R. Lane,President & COO,2022-05-27,Sale,131.53,"17,767","2,336,933","254,905",May 27 05:39 PM
"Greene Kimberly S,",Director,2022-04-29,Option Exercise,0.0,"3,630",0,"11,514",May 02 06:23 PM
WEISENBURGER RANDALL J,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"106,068",May 02 06:19 PM
WILKINS RAYFORD JR,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"37,316",May 02 06:08 PM
Waters Stephen M,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"14,584",May 02 06:02 PM
Pfeiffer Philip J.,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"27,118",May 02 05:58 PM
Nickles Donald L,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"31,026",May 02 05:47 PM
PROFUSEK ROBERT,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"42,522",May 02 05:36 PM
Majoras Deborah P,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"25,007",May 02 05:16 PM
EBERHART PAULETT,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"10,365",May 02 06:51 PM
Mullins Eric D.,Director,2022-04-29,Option Exercise,0.0,"3,630",0,"4,385",May 02 06:26 PM
Walsh Richard Joe,"SVP, GC & Secretary",2022-01-20,Option Exercise,0.0,"8,915",0,"70,873",Jan 24 06:24 PM
Thomas Cheryl L.,SVP & CTO,2022-01-20,Option Exercise,0.0,"14,019",0,"65,733",Jan 24 06:23 PM
Simmons Gary K.,EVP & CCO,2022-01-20,Option Exercise,0.0,"19,582",0,"164,937",Jan 24 06:21 PM
Riggs R. Lane,President & COO,2022-01-20,Option Exercise,0.0,"38,098",0,"295,595",Jan 24 06:18 PM
Gorder Joseph W,COB & CEO,2022-01-20,Option Exercise,0.0,"123,396",0,"616,609",Jan 24 06:15 PM
Fraser Jason W.,EVP & CFO,2022-01-20,Option Exercise,0.0,"25,317",0,"113,751",Jan 24 06:12 PM
Gorder Joseph W,COB & CEO,2021-10-25,Sale,82.33,"26,750","2,202,394","511,213",Oct 26 04:58 PM
