Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
ZAMAN ANEEL,Sr. Vice President,2022-07-28,Option Exercise,138.02,"6,253","863,039","102,436",Aug 01 08:38 PM
WALL JOHN M,Sr. VP & CFO,2022-07-28,Option Exercise,39.58,"41,619","1,647,280","190,271",Aug 01 08:40 PM
ZAMAN ANEEL,Sr. Vice President,2022-07-28,Sale,180.00,"6,253","1,125,540","96,261",Aug 01 08:38 PM
WALL JOHN M,Sr. VP & CFO,2022-07-28,Sale,179.88,"54,943","9,883,147","135,406",Aug 01 08:40 PM
TAN LIP BU,Executive Chair,2022-07-21,Sale,166.74,"40,000","6,669,431","1,154,268",Jul 25 05:52 PM
TAN LIP BU,Executive Chair,2022-07-15,Option Exercise,19.6,"50,000","980,000","662,176",Jul 19 06:22 PM
TAN LIP BU,Executive Chair,2022-07-15,Sale,155.06,"50,000","7,752,955","612,176",Jul 19 06:22 PM
Cunningham Paul,Sr. Vice President,2022-07-05,Sale,148.24,250,"37,060","96,764",Jul 07 05:36 PM
TAN LIP BU,Executive Chair,2022-06-24,Option Exercise,19.6,"50,000","980,000","662,176",Jun 28 06:02 PM
TAN LIP BU,Executive Chair,2022-06-24,Sale,153.88,"50,000","7,694,194","612,176",Jun 28 06:02 PM
TAN LIP BU,Executive Chair,2022-06-21,Sale,148.7,"40,000","5,947,875","1,197,268",Jun 23 08:01 PM
DEVGAN ANIRUDH,President and CEO,2022-06-09,Sale,158.82,"35,217","5,593,153","189,387",Jun 13 07:31 PM
Cunningham Paul,Sr. Vice President,2022-06-06,Sale,160.9,250,"40,225","97,014",Jun 08 05:16 PM
ZAMAN ANEEL,Sr. Vice President,2022-05-31,Option Exercise,57.86,"22,542","1,304,385","118,725",Jun 02 06:57 PM
ZAMAN ANEEL,Sr. Vice President,2022-05-31,Sale,153.36,"22,542","3,457,060","96,183",Jun 02 06:57 PM
TAN LIP BU,Executive Chair,2022-05-27,Option Exercise,19.6,"50,000","980,000","662,176",Jun 01 07:16 PM
SOHN YOUNG,Director,2022-05-27,Sale,150.0,"16,275","2,441,250","36,372",Jun 01 07:18 PM
TAN LIP BU,Executive Chair,2022-05-27,Sale,153.58,"50,000","7,679,177","612,176",Jun 01 07:16 PM
TAN LIP BU,Executive Chair,2022-05-20,Sale,143.77,"40,000","5,750,803","612,176",May 24 06:56 PM
TAN LIP BU,Executive Chair,2022-05-03,Sale,152.3,"70,000","10,661,152","1,237,268",May 05 07:05 PM
PLUMMER JAMES D,Director,2022-04-28,Option Exercise,14.02,"20,000","280,300","48,674",May 02 08:39 PM
PLUMMER JAMES D,Director,2022-04-28,Sale,155.2,"13,000","2,017,640","2,000",May 02 08:39 PM
PLUMMER JAMES D,Director,2022-04-28,Sale,156.44,"20,000","3,128,822","28,674",May 02 08:39 PM
TAN LIP BU,Executive Chair,2022-04-21,Sale,154.8,"40,000","6,191,813","652,176",Apr 25 07:09 PM
TAN LIP BU,Executive Chairman,2022-04-19,Option Exercise,19.6,"45,064","883,254","737,240",Apr 20 05:06 PM
TAN LIP BU,Executive Chairman,2022-04-19,Sale,153.22,"45,064","6,904,871","692,176",Apr 20 05:06 PM
TAN LIP BU,Executive Chairman,2022-04-18,Option Exercise,19.6,"4,936","96,746","697,112",Apr 20 05:06 PM
TAN LIP BU,Executive Chairman,2022-04-18,Sale,151.57,"4,936","748,152","692,176",Apr 20 05:06 PM
SANGIOVANNI VINCENTELLI ALBERT,Director,2022-03-29,Option Exercise,12.02,"15,000","180,300","106,667",Mar 29 09:20 PM
SANGIOVANNI VINCENTELLI ALBERT,Director,2022-03-25,Option Exercise,12.02,"10,000","120,200","91,667",Mar 29 09:20 PM
ZAMAN ANEEL,Sr. Vice President,2022-03-18,Sale,152.05,"12,479","1,897,441","96,183",Mar 21 09:35 PM
TAN LIP BU,Executive Chairman,2022-03-17,Option Exercise,19.6,"50,000","980,000","777,264",Mar 21 09:36 PM
TAN LIP BU,Executive Chairman,2022-03-17,Sale,151.76,"50,000","7,588,094","727,264",Mar 21 09:36 PM
ZAMAN ANEEL,Sr. Vice President,2022-02-28,Sale,152.02,"6,623","1,006,810","105,421",Mar 02 07:38 PM
TENG CHIN-CHI,Sr. Vice President,2022-02-28,Sale,152.02,"7,500","1,140,171","153,446",Mar 02 07:41 PM
TAN LIP BU,Executive Chairman,2022-02-25,Option Exercise,19.6,"49,600","972,160","776,864",Mar 01 05:41 PM
TAN LIP BU,Executive Chairman,2022-02-25,Sale,150.92,"49,600","7,485,801","727,264",Mar 01 05:41 PM
