Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Whalen Julie,Director,2022-06-05,Option Exercise,0.0,694,0,"4,649",Jun 06 07:30 PM
Altman Samuel H.,Director,2022-06-01,Option Exercise,0.0,"1,521",0,"3,839",Jun 03 04:39 PM
Dolgen Jonathan L,Director Emeritus,2022-06-01,Option Exercise,0.0,725,0,"38,779",Jun 03 04:39 PM
Athey Susan C,Director,2022-06-01,Option Exercise,0.0,"2,246",0,"4,187",Jun 03 04:39 PM
Jacobson Craig A,Director,2022-06-01,Option Exercise,0.0,"2,246",0,"37,179",Jun 03 04:39 PM
Clinton Chelsea,Director,2022-06-01,Option Exercise,0.0,"2,246",0,"10,475",Jun 03 04:39 PM
Menendez-Cambo Patricia,Director,2022-06-01,Option Exercise,0.0,472,0,"1,746",Jun 03 04:39 PM
Von Furstenberg Alexander,Director,2022-06-01,Option Exercise,0.0,"2,246",0,"14,679",Jun 03 04:39 PM
KHOSROWSHAHI DARA,Director,2022-06-01,Option Exercise,0.0,"2,246",0,"254,358",Jun 03 04:39 PM
Whalen Julie,Director,2022-06-01,Option Exercise,0.0,"1,521",0,"3,955",Jun 03 04:39 PM
Anderson Beverly J,Director,2022-06-01,Option Exercise,0.0,472,0,"1,359",Jun 03 06:43 PM
Menendez-Cambo Patricia,Director,2022-05-18,Buy,123.87,800,"99,097","1,274",May 18 04:20 PM
Soliday Lance A,Chief Accounting Officer,2022-05-16,Sale,124.12,376,"46,668","8,949",May 17 06:00 PM
Diller Barry,Chairman & Sr. Executive,2022-05-15,Option Exercise,0.0,"7,235",0,"87,730",May 17 06:00 PM
Hart Eric M.,Chief Financial Officer,2022-05-15,Option Exercise,0.0,"3,403",0,"28,147",May 17 06:00 PM
Kern Peter M,CEO and Vice Chairman,2022-05-15,Option Exercise,0.0,"1,584",0,624,May 17 06:00 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-05-15,Option Exercise,0.0,"3,939",0,"67,210",May 17 06:00 PM
Soliday Lance A,Chief Accounting Officer,2022-05-15,Option Exercise,0.0,846,0,"9,535",May 17 06:00 PM
KHOSROWSHAHI DARA,Director,2022-05-02,Sale,172.94,"10,000","1,729,377","252,112",May 03 04:23 PM
Menendez-Cambo Patricia,Director,2022-04-05,Option Exercise,0.0,474,0,474,Apr 05 04:38 PM
KHOSROWSHAHI DARA,Director,2022-04-01,Sale,198.29,"20,000","3,965,818","262,112",Apr 04 06:37 PM
KHOSROWSHAHI DARA,Director,2022-03-29,Sale,200.0,"5,000","1,000,000","282,112",Mar 30 06:10 PM
Kern Peter M,CEO and Vice Chairman,2022-03-07,Buy,167.79,"6,000","1,006,747","130,937",Mar 09 05:18 PM
KHOSROWSHAHI DARA,Director,2022-03-01,Sale,189.44,"15,000","2,841,585","287,112",Mar 02 04:13 PM
Hart Eric M.,Chief Financial Officer,2022-02-15,Option Exercise,0.0,"17,813",0,"41,284",Feb 17 08:34 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-15,Option Exercise,73.09,"65,608","4,795,610","116,925",Feb 17 08:34 PM
Diller Barry,Chairman & Sr. Executive,2022-02-15,Option Exercise,0.0,"4,993",0,"82,531",Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-15,Option Exercise,0.0,"1,617",0,"9,487",Feb 17 08:34 PM
Kern Peter M,CEO and Vice Chairman,2022-02-15,Option Exercise,0.0,"20,598",0,"20,598",Feb 17 08:34 PM
Athey Susan C,Director,2022-02-15,Sale,200.0,200,"40,000","1,941",Feb 17 08:34 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-15,Sale,209.85,"45,891","9,630,133","63,271",Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-15,Sale,209.11,378,"79,044","9,109",Feb 17 08:34 PM
Hart Eric M.,Chief Financial Officer,2022-02-15,Sale,209.5,"10,280","2,153,660","24,744",Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-11,Option Exercise,105.13,"2,238","235,281","10,208",Feb 14 04:44 PM
Soliday Lance A,Chief Accounting Officer,2022-02-11,Sale,208.81,"2,338","488,198","7,870",Feb 14 04:44 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-08,Option Exercise,104.5,"19,390","2,026,255","70,707",Feb 10 08:48 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-08,Sale,190.5,"19,390","3,693,853","51,317",Feb 10 08:48 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-02,Option Exercise,104.5,"9,698","1,013,441","61,015",Feb 04 04:52 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-02,Sale,190.22,"9,698","1,844,746","51,317",Feb 04 04:52 PM
KHOSROWSHAHI DARA,Director,2022-02-01,Sale,184.74,"15,000","2,771,123","302,112",Feb 02 04:16 PM
Athey Susan C,Director,2022-01-18,Sale,181.99,300,"54,597","2,141",Jan 19 05:38 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-13,Option Exercise,104.5,"4,175","436,288","55,492",Jan 18 05:51 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-13,Sale,190.03,"4,175","793,368","51,317",Jan 18 05:51 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-04,Option Exercise,104.5,"7,741","808,934","59,058",Jan 06 04:53 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-04,Sale,190.15,"7,741","1,471,922","51,317",Jan 06 04:53 PM
KHOSROWSHAHI DARA,Director,2022-01-03,Sale,183.45,"15,000","2,751,757","317,112",Jan 04 04:58 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-22,Option Exercise,104.5,"20,000","2,090,000","71,317",Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-22,Sale,180.17,"20,000","3,603,398","51,317",Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-21,Option Exercise,104.5,"20,000","2,090,000","71,317",Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-21,Sale,171.23,"20,000","3,424,682","51,317",Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-15,Option Exercise,0.0,"5,914",0,"53,646",Dec 15 08:01 PM
Hart Eric M.,Chief Financial Officer,2021-12-15,Option Exercise,0.0,"5,914",0,"25,800",Dec 15 08:01 PM
Athey Susan C,Director,2021-12-15,Sale,158.0,300,"47,400","2,441",Dec 15 08:01 PM
Soliday Lance A,Chief Accounting Officer,2021-12-01,Option Exercise,0.0,622,0,"8,475",Dec 02 04:16 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-01,Option Exercise,0.0,"2,500",0,"48,718",Dec 02 04:16 PM
Hart Eric M.,Chief Financial Officer,2021-12-01,Option Exercise,0.0,"1,667",0,"20,544",Dec 02 04:16 PM
Soliday Lance A,Chief Accounting Officer,2021-12-01,Sale,157.81,352,"55,549","7,970",Dec 02 04:16 PM
Dolgen Jonathan L,Director Emeritus,2021-11-23,Sale,176.23,"2,500","440,567","38,054",Nov 24 04:08 PM
Soliday Lance A,Chief Accounting Officer,2021-11-16,Sale,177.36,376,"66,687","7,853",Nov 16 05:52 PM
Soliday Lance A,Chief Accounting Officer,2021-11-15,Option Exercise,0.0,666,0,"8,394",Nov 16 05:52 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-11-15,Option Exercise,0.0,"3,222",0,"47,488",Nov 16 05:52 PM
Kern Peter M,CEO and Vice Chairman,2021-11-15,Option Exercise,0.0,"1,584",0,"125,561",Nov 16 05:52 PM
Hart Eric M.,Chief Financial Officer,2021-11-15,Option Exercise,0.0,"2,604",0,"19,904",Nov 16 05:52 PM
Diller Barry,Chairman & Sr. Executive,2021-11-15,Option Exercise,0.0,"4,993",0,"80,404",Nov 15 07:42 PM
