Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Saligram Ravichandra Krishnamu,Director,2022-06-13,Option Exercise,26.91,"16,718","449,798","33,544",Jun 14 12:02 PM
IRWIN BRADLEY C,Director,2022-05-11,Option Exercise,41.91,"7,000","293,405","48,636",May 13 09:00 AM
IRWIN BRADLEY C,Director,2022-05-11,Sale,97.86,"7,000","685,043","41,636",May 13 09:00 AM
Price Penry W,Director,2022-02-11,Option Exercise,26.91,"16,718","449,798","39,733",Feb 14 09:24 AM
Price Penry W,Director,2022-02-11,Sale,98.39,"16,718","1,644,819","23,015",Feb 14 09:24 AM
Hemsey Rene,E.V.P. HR,2021-12-17,Option Exercise,26.91,"2,275","61,209","8,477",Dec 20 03:29 PM
Hemsey Rene,E.V.P. HR,2021-12-17,Sale,99.56,"2,275","226,501","6,202",Dec 20 03:29 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-15,Option Exercise,41.91,"13,814","578,993","24,139",Dec 16 12:51 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-15,Sale,99.12,"13,814","1,369,215","10,325",Dec 16 12:51 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-14,Option Exercise,41.91,"25,166","1,054,854","35,492",Dec 15 02:53 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-14,Sale,98.0,"25,166","2,466,385","10,325",Dec 15 02:53 PM
Bruno Barry A.,"EVP, Chief Marketing Officer",2021-12-13,Option Exercise,30.97,"4,400","136,268","8,539",Dec 14 09:59 AM
Bruno Barry A.,"EVP, Chief Marketing Officer",2021-12-13,Sale,97.2,"4,400","427,695","4,139",Dec 14 09:59 AM
Craigie James,Director,2021-12-10,Option Exercise,30.96,"293,151","9,075,955","302,983",Dec 13 12:26 PM
Craigie James,Director,2021-12-10,Sale,95.58,"293,151","28,020,721","9,832",Dec 13 12:26 PM
FARRELL MATTHEW,President and CEO,2021-12-08,Option Exercise,30.96,"89,640","2,775,254","201,541",Dec 09 01:49 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-08,Option Exercise,34.81,"32,974","1,147,825","43,299",Dec 09 02:57 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-08,Sale,95.01,"32,974","3,132,810","10,325",Dec 09 02:57 PM
FARRELL MATTHEW,President and CEO,2021-12-08,Sale,94.07,"89,640","8,432,560","111,901",Dec 09 01:49 PM
Craigie James,Director,2021-12-06,Option Exercise,30.96,"245,377","7,596,872","255,209",Dec 07 11:06 AM
FARRELL MATTHEW,President and CEO,2021-12-06,Option Exercise,30.96,"100,000","3,096,000","211,901",Dec 07 10:52 AM
FARRELL MATTHEW,President and CEO,2021-12-06,Sale,94.02,"100,000","9,402,350","111,901",Dec 07 10:52 AM
Craigie James,Director,2021-12-06,Sale,93.38,"245,377","22,914,384","9,832",Dec 07 11:06 AM
Craigie James,Director,2021-12-03,Option Exercise,30.96,"64,285","1,990,264","74,117",Dec 06 09:53 AM
Craigie James,Director,2021-12-03,Sale,92.0,"64,285","5,914,361","9,832",Dec 06 09:53 AM
Craigie James,Director,2021-12-02,Option Exercise,30.96,"11,704","362,356","21,536",Dec 03 07:59 AM
Craigie James,Director,2021-12-02,Sale,92.01,"11,704","1,076,830","9,832",Dec 03 07:59 AM
Craigie James,Director,2021-12-01,Option Exercise,27.84,"342,328","9,529,232","273,517",Dec 02 10:53 AM
Dierker Richard A,E.V.P. Finance & C.F.O.,2021-12-01,Option Exercise,50.28,"46,679","2,347,020","53,430",Dec 02 10:12 AM
