Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Field Darren P.,EVP Intermodal,2022-07-28,Sale,179.85,"2,200","395,663","9,058",Aug 01 09:08 AM
Scott Stuart Lockard,EVP/CIO,2022-07-15,Option Exercise,0.0,"3,000",0,"24,179",Jul 19 01:55 PM
Bracy Kevin,"SR VP, Treasurer",2022-07-15,Option Exercise,0.0,"1,667",0,"6,990",Jul 19 01:55 PM
Hicks Bradley W.,EVP & Pres Highway Services,2022-07-15,Option Exercise,0.0,"1,667",0,"18,020",Jul 19 01:55 PM
Simpson Shelley,"EVP, CCO & People/HR",2022-07-15,Option Exercise,0.0,"6,667",0,"87,587",Jul 19 01:55 PM
Hobbs Nicholas,"EVP,Pres Contract Services&COO",2022-07-15,Option Exercise,0.0,"6,667",0,"87,210",Jul 19 01:55 PM
Kuhlow John,EVP & CFO,2022-07-15,Option Exercise,0.0,"3,340",0,"11,245",Jul 19 01:55 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2022-07-15,Option Exercise,0.0,"1,250",0,"4,950",Jul 19 01:55 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2022-07-15,Option Exercise,0.0,"1,667",0,"11,331",Jul 19 01:55 PM
Webb Brian,EVP- Final Mile Services,2022-07-15,Option Exercise,0.0,"2,500",0,"13,990",Jul 19 05:17 PM
Scott Stuart Lockard,EVP/CIO,2022-07-15,Option Exercise,0.0,"3,000",0,"24,179",Jul 19 01:55 PM
Bracy Kevin,"SR VP, Treasurer",2022-07-15,Option Exercise,0.0,"1,667",0,"6,990",Jul 19 01:55 PM
Hicks Bradley W.,EVP & Pres Highway Services,2022-07-15,Option Exercise,0.0,"1,667",0,"18,020",Jul 19 01:55 PM
Simpson Shelley,"EVP, CCO & People/HR",2022-07-15,Option Exercise,0.0,"6,667",0,"87,587",Jul 19 01:55 PM
Hobbs Nicholas,"EVP,Pres Contract Services&COO",2022-07-15,Option Exercise,0.0,"6,667",0,"87,210",Jul 19 01:55 PM
Kuhlow John,EVP & CFO,2022-07-15,Option Exercise,0.0,"3,340",0,"11,245",Jul 19 01:55 PM
