Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Luthar Vikram,Chief Financial Officer,2022-06-07,Option Exercise,33.18,"7,500","248,850","79,802",Jun 08 04:28 PM
Luthar Vikram,Chief Financial Officer,2022-06-07,Sale,89.59,"7,500","671,925","72,302",Jun 08 04:28 PM
Luthar Vikram,Chief Financial Officer,2022-05-10,Buy,84.97,5,425,"40,336",Jun 01 04:35 PM
Morris Gregory A,Senior Vice President,2022-03-18,Sale,83.37,"20,000","1,667,313","231,454",Mar 21 04:47 PM
Macciocchi Vincent F,Senior Vice President,2022-02-15,Option Exercise,33.18,"93,110","3,089,390","327,942",Feb 16 04:49 PM
Macciocchi Vincent F,Senior Vice President,2022-02-15,Sale,76.7,"93,110","7,141,909","234,832",Feb 16 04:49 PM
Cuddy Christopher M,Senior Vice President,2022-02-09,Option Exercise,32.69,"40,101","1,310,752","317,994",Feb 10 04:44 PM
Cuddy Christopher M,Senior Vice President,2022-02-09,Sale,77.49,"40,101","3,107,516","277,893",Feb 10 04:44 PM
Young Ray G,Chief Financial Officer,2022-02-08,Option Exercise,27.52,"155,266","4,272,626","724,478",Feb 10 04:46 PM
Young Ray G,Chief Financial Officer,2022-02-08,Sale,76.74,"155,266","11,914,883","569,212",Feb 10 04:46 PM
LUCIANO JUAN R,President & CEO,2022-01-31,Option Exercise,27.45,"268,249","7,364,436","752,243",Feb 01 06:20 PM
LUCIANO JUAN R,President & CEO,2022-01-31,Sale,74.57,"268,249","20,002,766","483,994",Feb 01 06:20 PM
WESTBROOK KELVIN R,Director,2022-01-05,Option Exercise,0.0,"8,177",0,"8,177",Jan 06 04:45 PM
Dufour Pierre,Director,2022-01-03,Option Exercise,0.0,"4,980",0,"23,780",Jan 04 06:43 PM
Sanchez Francisco J,Director,2022-01-03,Option Exercise,0.0,"4,486",0,"8,856",Jan 04 06:44 PM
FINDLAY D CAMERON,Senior Vice President,2021-11-01,Option Exercise,36.68,"99,503","3,649,770","358,301",Nov 02 01:46 PM
FINDLAY D CAMERON,Senior Vice President,2021-11-01,Sale,63.73,"99,503","6,341,525","258,798",Nov 02 01:46 PM
LUCIANO JUAN R,President & CEO,2021-07-29,Buy,59.54,"16,790","999,700","537,191",Jul 29 05:10 PM
