Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
McMurray Michael C.,EVP & CFO,2022-06-08,Option Exercise,78.15,"33,880","2,647,722","73,492",Jun 10 04:56 PM
Seward James Malcolm,"SVP, R&D, Tech & Sustain.",2022-06-08,Option Exercise,101.49,"4,873","494,579","21,382",Jun 10 04:56 PM
McMurray Michael C.,EVP & CFO,2022-06-08,Sale,110.94,"33,880","3,758,485","39,612",Jun 10 04:56 PM
Bindra Jagjeet S.,Director,2022-06-07,Sale,111.44,"2,640","294,204","7,020",Jun 08 06:01 PM
Guilfoyle James D,"EVP, Adv Polymer Sol & Sup Chn",2022-06-02,Option Exercise,75.68,"1,524","115,332","37,221",Jun 03 04:22 PM
Guilfoyle James D,"EVP, Adv Polymer Sol & Sup Chn",2022-06-02,Sale,114.59,"1,250","143,238","35,971",Jun 03 04:22 PM
Kaplan Jeffrey A,EVP & Chief Legal Officer,2022-06-01,Option Exercise,84.81,"64,342","5,456,597","111,872",Jun 03 04:22 PM
Lane Kenneth Todd,"EVP, Global O&P",2022-05-31,Option Exercise,83.35,"13,149","1,095,969","69,165",Jun 01 05:03 PM
Seward James Malcolm,"SVP, R&D, Tech & Sustain.",2022-03-15,Option Exercise,83.71,"4,340","363,299","20,547",Mar 17 04:35 PM
Seward James Malcolm,"SVP, R&D, Tech & Sustain.",2022-03-15,Sale,103.03,"4,038","416,035","16,509",Mar 17 04:35 PM
Buchanan Robin W.T.,Director,2021-12-06,Buy,88.99,257,"22,892","28,264",Feb 11 06:05 PM
Buchanan Robin W.T.,Director,2021-09-04,Buy,95.03,238,"22,624","28,007",Feb 11 06:05 PM
Lane Kenneth Todd,"EVP, Global O&P",2021-08-12,Option Exercise,85.88,"9,564","821,356","43,492",Aug 16 04:52 PM
