Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
COHN BENJAMIN JORDAN,Principal Accounting Officer,2022-05-17,Option Exercise,40.85,"3,844","157,027","17,376",May 19 04:59 PM
Verstreken Jan,"Group President, International",2022-05-17,Sale,78.8,"6,500","512,168","64,191",May 19 05:01 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2022-05-17,Sale,78.75,"3,844","302,730","13,532",May 19 04:59 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2022-05-13,Option Exercise,39.39,"7,052","277,770","17,374",May 17 04:13 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2022-05-13,Sale,75.49,"7,052","532,365","13,532",May 17 04:13 PM
Daugherty Sean S.,"Group President, BSH & Surg.",2022-02-24,Sale,71.14,"2,179","155,016","49,091",Feb 28 04:07 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2021-11-19,Sale,75.79,"2,570","194,791","15,604",Nov 23 04:05 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2021-08-10,Option Exercise,37.64,"5,000","188,200","21,896",Aug 12 04:14 PM
COHN BENJAMIN JORDAN,Principal Accounting Officer,2021-08-10,Sale,77.48,"5,000","387,425","16,896",Aug 12 04:14 PM
Griffin John M.,General Counsel,2021-08-09,Option Exercise,37.64,"26,683","1,004,348","150,283",Aug 11 04:08 PM
Griffin John M.,General Counsel,2021-08-09,Sale,75.62,"26,683","2,017,768","123,600",Aug 11 04:08 PM
