Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lowery-Yilmaz Barbara J,Senior Vice President,2022-06-09,Option Exercise,53.04,"36,260","1,923,212","114,738",Jun 10 05:23 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-06-09,Sale,128.29,"36,260","4,651,947","95,624",Jun 10 05:23 PM
Hill Gregory P.,"COO and President, E&P",2022-03-25,Option Exercise,69.7,"13,771","959,795","105,985",Mar 28 05:17 PM
Hill Gregory P.,"COO and President, E&P",2022-03-25,Sale,106.23,"13,771","1,462,908","101,635",Mar 28 05:17 PM
Schoonman Geurt G,Senior Vice President,2022-03-24,Sale,108.24,"6,885","745,232","38,391",Mar 25 07:09 PM
Lynch Richard D.,Senior Vice President,2022-03-16,Option Exercise,53.62,"26,796","1,436,886","62,851",Mar 18 04:36 PM
Lynch Richard D.,Senior Vice President,2022-03-16,Sale,96.0,"47,527","4,562,592","28,293",Mar 18 04:36 PM
Hill Gregory P.,"COO and President, E&P",2022-03-14,Option Exercise,52.66,"37,394","1,969,310","163,348",Mar 15 05:48 PM
Hill Gregory P.,"COO and President, E&P",2022-03-14,Sale,93.49,"77,394","7,235,732","101,635",Mar 15 05:48 PM
Schoonman Geurt G,Senior Vice President,2022-03-09,Option Exercise,52.83,"12,988","686,213","52,502",Mar 10 07:50 PM
Schoonman Geurt G,Senior Vice President,2022-03-09,Sale,96.08,"12,988","1,247,845","45,276",Mar 10 07:50 PM
HESS JOHN B,Chief Executive Officer,2022-03-08,Sale,100.44,"77,035","7,737,308","7,779,037",Mar 08 09:17 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-07,Option Exercise,57.55,"22,058","1,269,425","121,592",Mar 08 09:15 PM
Slentz Andrew P,Senior Vice President,2022-03-07,Option Exercise,51.03,"17,229","879,196","58,976",Mar 08 09:16 PM
Hill Gregory P.,"COO and President, E&P",2022-03-07,Sale,98.39,"6,725","661,673","123,848",Mar 08 09:18 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-03-07,Sale,98.39,"2,341","230,331","95,624",Mar 08 09:19 PM
HESS JOHN B,Chief Executive Officer,2022-03-07,Sale,100.43,"172,965","17,370,037","7,856,072",Mar 08 09:17 PM
Schoonman Geurt G,Senior Vice President,2022-03-07,Sale,98.39,"2,742","269,785","45,276",Mar 08 09:17 PM
Lynch Richard D.,Senior Vice President,2022-03-07,Sale,98.39,"1,939","190,778","49,024",Mar 08 09:16 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-07,Sale,99.76,"25,973","2,590,997","111,685",Mar 08 09:15 PM
RIELLY JOHN P,EVP and CFO,2022-03-07,Sale,98.39,"6,990","687,746","294,083",Mar 08 09:14 PM
Slentz Andrew P,Senior Vice President,2022-03-07,Sale,99.57,"18,967","1,888,561","41,747",Mar 08 09:16 PM
RIELLY JOHN P,EVP and CFO,2022-03-04,Option Exercise,67.75,"61,438","4,162,557","314,981",Mar 08 09:14 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-04,Option Exercise,49.72,"9,906","492,526","120,564",Mar 08 09:15 PM
RIELLY JOHN P,EVP and CFO,2022-03-04,Sale,100.25,"61,438","6,159,222","295,933",Mar 08 09:14 PM
HESS JOHN B,Chief Executive Officer,2022-03-04,Sale,100.06,"250,000","25,015,528","8,029,037",Mar 08 09:17 PM
HESS JOHN B,Chief Executive Officer,2022-03-04,Sale,100.22,"150,000","15,032,863","64,881",Mar 08 09:17 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-04,Sale,100.8,"24,655","2,485,224","110,658",Mar 08 09:15 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-15,Option Exercise,48.1,"62,765","3,019,115","116,952",Feb 17 04:53 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-15,Sale,90.65,"62,765","5,689,763","94,308",Feb 17 04:53 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-02-03,Option Exercise,77.29,"36,433","2,815,770","159,204",Feb 03 08:39 PM
Schoonman Geurt G,Senior Vice President,2022-02-03,Option Exercise,74.49,"11,905","886,803","56,365",Feb 03 08:40 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-02-03,Sale,91.44,"65,867","6,022,975","140,156",Feb 03 08:39 PM
RIELLY JOHN P,EVP and CFO,2022-02-03,Sale,91.0,"10,003","910,273","295,933",Feb 03 08:43 PM
Hill Gregory P.,"COO and President, E&P",2022-02-03,Sale,91.0,"25,764","2,344,524","118,514",Feb 03 08:41 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-03,Sale,91.0,"7,405","673,855","94,308",Feb 03 08:42 PM
HESS JOHN B,Chief Executive Officer,2022-02-03,Sale,91.27,"220,742","20,146,019","29,426",Feb 03 08:42 PM
Lynch Richard D.,Senior Vice President,2022-02-03,Sale,91.0,"5,671","516,061","47,503",Feb 03 08:41 PM
